"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Type"
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","29/724","79/8859",0.367088607594937,4.49176515840269,9.29971538498775,1.08294514878738e-12,6.08689859490835e-12,1.90645516211208e-12,"7124/3458/7040/3586/3553/6772/4790/5594/3565/5743/3725/5970/3552/3717/4792/5595/7099/1432/4843/7097/2353/718/5579/5777/2002/1915/653361/1378/1917",29,"XKC"
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","27/724","70/8859",0.385714285714286,4.71967245461721,9.32056691767789,1.65937958934386e-12,9.16877535806948e-12,2.87171846862363e-12,"7124/207/6774/2475/4790/5781/5970/3717/4792/6513/9370/5599/6256/948/5602/5465/1147/10891/6257/6517/5562/5563/6258/1374/5564/2182/1375",27,"XKC"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","54/724","238/8859",0.226890756302521,2.77627791448071,8.28664844124636,2.2125711233562e-12,1.2021636436902e-11,3.76525261343072e-12,"5290/7124/1956/3569/6774/3553/6772/4790/5594/3576/3558/5295/3725/5970/6347/4792/5595/7099/1432/1437/7097/3627/1440/5599/5293/4312/5578/2353/5291/1636/4314/6850/5602/114548/2147/1147/718/834/6403/59272/5579/29110/716/185/629/720/713/717/714/2243/727/721/715/100293534",54,"XKC"
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","44/724","173/8859",0.254335260115607,3.11209401845879,8.36921506453434,4.41337949637603e-12,2.35862576363703e-11,7.38736516218249e-12,"5290/7124/207/3569/355/3458/356/3553/1019/5604/6772/841/4790/5594/5894/3576/581/836/5295/8795/3383/5970/1387/3552/3717/6347/4792/1021/5595/7099/3627/5293/5578/842/5291/114548/1147/6041/834/5340/5579/29110/5644/1965",44,"XKC"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","28/724","79/8859",0.354430379746835,4.33687670466466,8.88719665281637,7.22033497498606e-12,3.79649871265396e-11,1.18908742372436e-11,"2950/2944/2952/1576/1545/1565/1543/1548/54658/1544/1571/1559/3290/6822/1555/2947/128/2938/54600/873/126/54659/2946/29785/373156/125/2939/653689",28,"XKC"
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","19/724","37/8859",0.513513513513513,6.28344781245334,9.60711744209076,7.44098363675409e-12,3.8504137548918e-11,1.20597395616566e-11,"7124/3569/355/3458/356/3586/3553/3383/5578/7412/6401/335/3827/3043/5579/3039/3040/8542/3250",19,"XKC"
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","26/724","69/8859",0.376811594202899,4.61073744895508,8.98223391114768,8.10660360142564e-12,4.12930120947618e-11,1.29332327193797e-11,"3725/1385/3065/5578/2353/23411/3066/4129/4128/5579/1386/6531/468/2903/2904/2902/776/775/801/116443/1812/815/2906/2891/116444/816",26,"XKC"
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","38/724","138/8859",0.27536231884058,3.36938505885179,8.36855332627444,9.89884932741529e-12,4.9646536626729e-11,1.5549609469786e-11,"5290/7124/207/3569/3586/3553/6714/5604/4790/5594/3576/3558/5295/3725/5970/6347/4792/2335/2932/5747/5595/7099/1432/5599/5293/5879/2353/5291/5602/114548/6416/1147/2185/834/3932/29110/5585/6197",38,"XKC"
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","35/724","120/8859",0.291666666666667,3.56888812154696,8.45207391469821,1.09908427335579e-11,5.42881019869677e-11,1.70033771157115e-11,"7157/5290/207/596/356/5604/4790/5594/5894/5781/7161/581/5295/3725/5970/4792/627/2932/5595/4915/1432/5599/5580/5293/5879/5291/4803/5602/4217/5663/468/6197/801/815/816",35,"XKC"
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","27/724","75/8859",0.36,4.40502762430939,8.83412317121629,1.12617729327829e-11,5.47960891953315e-11,1.71624819242724e-11,"7157/5728/11200/1029/4193/595/355/1026/596/1019/841/7161/581/836/8795/1021/598/1017/894/898/3486/5054/842/7057/983/891/10572",27,"XKC"
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","34/724","115/8859",0.295652173913043,3.61765553687245,8.42877933809038,1.43172820881282e-11,6.86387347166146e-11,2.14980861075609e-11,"5604/5594/5894/836/5743/5595/5578/351/1565/5742/4129/4128/5579/6532/240/2561/239/3350/247/1559/1557/773/246/779/776/3710/1558/775/3359/774/3352/3751/3362/2560",34,"XKC"
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","26/724","71/8859",0.366197183098592,4.4808575208155,8.78473650838417,1.73719165047306e-11,8.20760113122054e-11,2.57067261778622e-11,"5743/2950/2944/2952/1576/1545/1543/1548/54658/1544/1571/1559/3290/1557/6822/2947/1558/2938/54600/873/1646/54659/2946/373156/2939/653689",26,"XKC"
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","35/724","122/8859",0.286885245901639,3.51038175889865,8.32907668236908,1.85092796845046e-11,8.49862701006833e-11,2.66182376485834e-11,"7157/5728/5290/7124/207/596/5604/4790/5594/5894/581/5295/5970/5595/1432/4363/5599/5293/5578/5879/5291/5602/1509/4846/3827/4217/5579/8877/5590/5581/5338/140/624/5337/134",35,"XKC"
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","35/724","122/8859",0.286885245901639,3.51038175889865,8.32907668236908,1.85092796845046e-11,8.49862701006833e-11,2.66182376485834e-11,"5290/207/6774/2475/5604/6772/5594/5894/5295/1387/3717/2932/5747/5595/1432/1385/5599/3486/5293/5578/2353/5291/6777/5602/6416/6776/5579/1386/468/3726/779/776/3710/775/3483",35,"XKC"
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","72/724","391/8859",0.184143222506394,2.25321106102782,7.56102224586401,2.2688228566129e-11,1.02727257118862e-10,3.21748270601537e-11,"5290/7124/207/1499/3569/355/2475/3553/5604/841/4790/5594/5894/836/5295/5743/3630/5970/3552/3643/2932/5595/8313/4843/348/5599/5293/842/2597/8312/5291/5602/351/1649/7494/1147/6622/840/50507/4217/5663/468/2903/1965/9377/1457/2904/23621/779/3416/2902/776/3710/775/801/1139/5693/1131/487/4891/1327/2906/90550/7384/1340/1329/1345/1346/89832/1351/1350/1349",72,"XKC"
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","39/724","148/8859",0.263513513513513,3.22440085112737,8.14082175436695,2.32269686759349e-11,1.03725914908969e-10,3.24876130002262e-11,"7157/5728/5290/207/672/1499/1956/2064/5925/595/2099/4609/1026/2260/2475/1019/5604/5594/5894/2100/3480/1950/581/5295/3725/2247/1021/2932/5595/8313/5293/1869/6198/2353/8312/5291/6667/51176/1870",39,"XKC"
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","36/724","130/8859",0.276923076923077,3.3884827879303,8.18408041159163,2.93600215889364e-11,1.2934279781072e-10,4.05109828467543e-11,"5290/207/1956/7040/7422/6714/5604/4790/5594/5894/4318/4313/5295/3725/5970/4792/5595/1432/1385/4843/1277/5599/5293/1906/4312/5578/2353/5291/5602/4322/6416/4846/59/1386/5590/468",36,"XKC"
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","33/724","112/8859",0.294642857142857,3.60530534727703,8.27744724176388,3.18065803513112e-11,1.38252602593699e-10,4.33015900923114e-11,"7124/207/3458/6774/596/7040/3586/6772/841/4790/5594/836/5294/5970/3717/4792/598/959/5595/7099/1432/4843/7097/5599/842/330/331/5602/329/3949/1147/240/23643",33,"XKC"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","26/724","73/8859",0.356164383561644,4.35809430106713,8.59442964484061,3.60554290615905e-11,1.54658814132612e-10,4.8440119376375e-11,"2950/2944/2952/1576/1565/4129/4128/1548/54658/1544/1571/1559/1557/1555/2947/1558/128/2938/54600/126/54659/2946/373156/125/2939/653689",26,"XKC"
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","25/724","69/8859",0.36231884057971,4.43340139322604,8.54108471213861,5.60142826143392e-11,2.37151378341228e-10,7.42773125576337e-11,"5290/7124/207/5604/5594/5894/3565/5295/5595/1432/1437/695/5599/5293/5578/5879/4067/5291/6850/3567/5602/3562/6416/240/241",25,"XKC"
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","32/724","109/8859",0.293577981651376,3.59227533073141,8.12360300974991,7.05879443300291e-11,2.95021408353711e-10,9.24025721999031e-11,"5290/7124/207/3569/3553/5604/6772/841/4790/5594/3576/5295/3725/5970/4792/5595/7099/1432/6696/7097/3627/5599/5293/5879/2353/5291/5602/942/6416/1147/29110/23643",32,"XKC"
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","22/724","56/8859",0.392857142857143,4.80707379636938,8.52566571491288,1.28346403588607e-10,5.258195365009e-10,1.64690006588916e-10,"7124/3569/3553/841/4790/3576/836/5970/4792/7099/7097/842/2919/718/834/840/3329/1915/3297/2920/1378/1917",22,"XKC"
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","56/724","278/8859",0.201438848920863,2.46484359473747,7.40291982288634,1.29035469079975e-10,5.258195365009e-10,1.64690006588916e-10,"5290/7124/3569/3553/5594/581/836/5295/3552/2932/5595/1432/857/1385/5599/5580/5293/842/5879/5291/3309/5602/6647/1958/1649/1386/468/2903/1965/9377/1457/2904/653361/713/779/2902/714/776/3710/775/5693/116443/1327/727/2906/774/90550/7384/1340/116444/1329/1345/1346/1351/1350/1349",56,"XKC"
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","37/724","143/8859",0.258741258741259,3.16600664528841,7.7898220192073,1.35743129440771e-10,5.46324199971497e-10,1.71112196955877e-10,"5290/7124/207/3458/7040/5468/3553/5604/6772/4790/5594/5295/3725/5970/3552/4792/5595/1432/1385/695/5599/5293/5879/2353/5291/6850/5602/1147/3690/3932/3727/8061/653361/2355/3726/3710/487",37,"XKC"
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","81/724","483/8859",0.167701863354037,2.05203150200748,7.09320183901153,1.59911994174278e-10,6.35747684156276e-10,1.99120198137419e-10,"7124/1499/3569/355/596/2475/356/3553/5604/841/4790/5594/5894/581/836/5743/5970/3552/627/598/2932/5595/8313/1432/4843/5599/5578/842/5879/8312/3309/5602/351/6647/1649/7494/847/6622/840/11315/50507/4217/5663/5579/29110/6531/468/2903/1965/9377/1457/2904/4747/779/1742/2902/776/3710/775/801/1139/5693/1131/487/1327/815/2906/774/10280/90550/2891/7384/1340/816/1329/1345/1346/89832/1351/1350/1349",81,"XKC"
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","36/724","138/8859",0.260869565217391,3.19204900312275,7.74221096225243,1.88535599849587e-10,7.40513319891151e-10,2.31933458280406e-10,"5290/207/2475/5604/5594/5894/5295/3630/3643/2932/5595/5599/5293/6198/5291/2194/5602/10891/6720/1977/2645/6517/5562/5590/5563/3099/5770/2002/5837/5577/5792/5836/5564/8569/801/2872",36,"XKC"
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","44/724","193/8859",0.227979274611399,2.78959722898119,7.49864775311556,2.19957149386488e-10,8.53643222618988e-10,2.67366459780568e-10,"7157/4193/4233/3569/4609/1026/5468/4790/3576/3480/4318/581/4149/5970/5914/598/5747/1437/894/3486/6935/3065/6256/2078/330/5328/2322/4353/5327/6667/4314/860/3562/942/329/1991/1649/3066/3728/6257/1051/6258/1025/7704",44,"XKC"
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","59/724","312/8859",0.189102564102564,2.31389449638759,7.04837952522794,5.59637422301221e-10,2.14637411376703e-09,6.72257956200847e-10,"7157/5728/5290/672/1029/1956/4193/2064/4233/595/4609/1026/406991/6774/596/2475/7422/5604/4790/5594/5894/2065/4318/836/7431/5295/5743/1387/11186/1021/5595/5243/4363/894/898/406986/6935/5293/3065/5578/4170/1869/7057/5328/23411/5291/10018/9759/3066/1545/3162/3690/5292/5579/5581/1870/659/10014/6541",59,"XKC"
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","28/724","93/8859",0.301075268817204,3.68401354482267,7.76218137950004,5.8004168549064e-10,2.19876266825522e-09,6.88666383018264e-10,"1956/6714/5604/5594/5894/4313/3725/5595/1432/5599/5580/5578/5602/1958/6416/2185/5579/468/2002/779/5338/776/3710/775/801/5337/815/816",28,"XKC"
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","25/724","76/8859",0.328947368421053,4.02506179121838,7.90092514766404,6.08401079649756e-10,2.27975576972207e-09,7.14033934979145e-10,"5468/9370/4312/6256/948/5465/335/7350/5467/6257/6258/2167/1374/6319/10062/345/2169/2171/2170/336/2182/9415/1375/2710/2172",25,"XKC"
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","22/724","60/8859",0.366666666666667,4.48660220994475,8.08387724151999,6.18578199724145e-10,2.29155105806899e-09,7.17728293938302e-10,"5290/207/7422/6714/5604/5594/5894/3791/5295/5743/5747/5595/1432/5293/5578/842/5879/5291/3315/4846/5579/8877",22,"XKC"
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","23/724","66/8859",0.348484848484849,4.26412606730286,7.94014982595376,8.13412258458625e-10,2.9794651264889e-09,9.33187333772757e-10,"7124/3569/3458/6774/7040/3586/3553/6772/4790/3558/3565/3725/50943/5970/3552/3605/7099/7097/4088/3567/6775/6095/6097",23,"XKC"
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","35/724","139/8859",0.251798561151079,3.08105449342184,7.37718972456214,9.59978300778497e-10,3.477254733931e-09,1.0890981891873e-09,"5290/207/1956/2099/596/6714/5604/5594/5894/2100/4318/4313/5295/3725/5914/3320/5595/1385/5580/5293/2353/5291/6667/1509/4846/3861/2852/1386/3858/468/4988/3868/3710/801/3857",35,"XKC"
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","41/724","182/8859",0.225274725274725,2.75650385526076,7.14263314959684,1.34911390984519e-09,4.83308939131354e-09,1.51375418455736e-09,"7124/207/3569/3458/596/7040/3586/3553/6714/6772/841/4790/5594/5894/581/836/5970/1387/3552/3717/5595/7099/1432/1385/4843/7097/5599/7421/842/6850/5602/1509/718/1594/3329/8877/1051/1378/801/815/816",41,"XKC"
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","32/724","122/8859",0.262295081967213,3.2094918938502,7.33076845691585,1.68557520293922e-09,5.97279908867594e-09,1.87071847465795e-09,"5290/7124/207/3458/3586/1019/5604/4790/5594/5894/5781/3558/3565/5295/3725/5970/4792/959/2932/5595/5788/1432/1437/5599/5293/2353/5291/3567/5602/1147/3932/5777",32,"XKC"
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","42/724","193/8859",0.217616580310881,2.66279735493659,6.96733960444282,2.58517214743587e-09,9.06200129101175e-09,2.83827615507956e-09,"5290/207/2475/6714/5604/4790/5594/5894/5295/5970/5595/7099/1432/7097/5293/3065/5578/5879/9734/5291/4353/3146/6850/1991/9759/3066/8841/3690/718/834/10013/6403/5579/653361/1378/10014/51564/2243/83933/55869/727/79885",42,"XKC"
"Human Diseases","Substance dependence","hsa05030","Cocaine addiction","19/724","49/8859",0.387755102040816,4.7446442665464,7.84113615623102,3.09211336927731e-09,1.07237123232383e-08,3.35873456685218e-09,"4790/3725/5970/627/1385/4129/4128/1386/6531/468/2903/2904/1742/2902/116443/1812/2906/2891/116444",19,"XKC"
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","22/724","65/8859",0.338461538461538,4.14147896302592,7.58325999011904,3.57952587658761e-09,1.22834256396585e-08,3.84724664852076e-09,"5290/207/5604/5594/5894/2100/5295/5595/6696/5293/5578/5291/2852/5579/8912/779/776/3710/775/3783/7224/8911",22,"XKC"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","43/724","203/8859",0.211822660098522,2.59190185885747,6.84485145088026,3.98925847607216e-09,1.35468569083284e-08,4.24296131775219e-09,"5728/5290/207/1499/1956/2064/4233/595/596/7422/6714/5604/5594/5894/3480/3791/1950/5295/3725/3082/2335/2932/5747/5595/6696/857/894/1277/5599/5293/5578/7057/330/331/5879/5291/5602/329/3685/3690/7448/5579/2002",43,"XKC"
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","34/724","140/8859",0.242857142857143,2.9716456195738,7.01484177549255,4.60317095792952e-09,1.54704508482992e-08,4.84544311361002e-09,"207/999/595/2475/5604/5594/5894/5294/5595/6696/4843/4088/5054/6198/5327/1958/4846/9759/10891/7350/59/8877/5562/5581/5563/185/7019/5564/4899/10014/3710/801/6546/6543",34,"XKC"
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","38/724","168/8859",0.226190476190476,2.7677091554854,6.90063282356453,4.85118936921558e-09,1.61376299424926e-08,5.0544078282912e-09,"5290/207/1956/595/3569/4609/3458/1026/6774/596/2475/3586/6772/5894/5781/3558/1950/3565/5295/1387/3717/598/2670/1437/1440/894/5293/4170/5291/6777/3567/3562/3718/6776/5292/6775/5777/5771",38,"XKC"
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","36/724","155/8859",0.232258064516129,2.84195330600606,6.90149800638638,5.85811739716046e-09,1.90974627147431e-08,5.9814461844691e-09,"1956/595/1026/6714/5604/5594/5894/5743/5294/3725/5595/5578/2353/4846/5579/5562/952/5563/2002/5021/5564/779/776/3710/775/801/4881/815/55799/9254/783/785/816/784/782/93589",36,"XKC"
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","36/724","155/8859",0.232258064516129,2.84195330600606,6.90149800638638,5.85811739716046e-09,1.90974627147431e-08,5.9814461844691e-09,"1029/1499/1956/5925/595/1026/1019/5604/5594/1021/2932/5595/8313/1385/1017/898/1869/8312/6667/1392/3949/51176/196/1386/1870/183/468/185/8912/779/776/3710/775/815/816/8911",36,"XKC"
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","44/724","213/8859",0.206572769953052,2.52766321687028,6.73237270167105,5.93310832907384e-09,1.91504288641393e-08,5.99803551766715e-09,"5290/7124/207/355/596/2475/356/5604/841/4790/5594/5894/7852/581/836/5295/3725/5970/4792/598/5747/5595/7099/1432/7097/5599/5293/5578/842/5879/6198/2353/5291/5602/983/891/1147/2185/5579/29110/2923/6892/3710/801",44,"XKC"
"Human Diseases","Substance dependence","hsa05033","Nicotine addiction","17/724","41/8859",0.414634146341463,5.07354130171136,7.79897175590521,6.28488349151309e-09,2.00869805709144e-08,6.29136943938874e-09,"2903/2561/2904/773/2902/2563/1139/2556/116443/2906/774/2891/116444/2558/89832/55879/2560",17,"XKC"
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","26/724","90/8859",0.288888888888889,3.53489871086556,7.21049653782266,6.37317230744568e-09,2.01713997303621e-08,6.31781005439174e-09,"7157/5290/207/5468/2475/4790/3480/581/5295/3630/5970/3643/1385/9370/5293/6198/23411/5291/10891/847/1977/5562/1386/468/5563/5564",26,"XKC"
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","31/724","122/8859",0.254098360655738,3.10919527216738,6.99799904843143,6.97221377162672e-09,2.18552085533684e-08,6.84518963408696e-09,"5290/207/595/5468/2475/3480/5295/3630/3643/1385/9370/5293/6198/23411/5291/1080/948/2194/3172/10891/3156/1994/6720/6517/5562/5563/1374/6319/5564/1375/200186",31,"XKC"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","59/724","333/8859",0.177177177177177,2.16797322184062,6.48097999400587,7.39618395298725e-09,2.29633901778461e-08,7.19227913222821e-09,"7157/5728/5290/7124/207/1499/1956/7015/4193/5925/595/355/1026/2475/356/7422/1019/5604/6772/841/4790/5594/5894/1950/581/836/5295/5743/5315/5970/1387/1021/2335/2932/5747/5595/8313/6696/1385/1017/894/898/1277/5293/3659/3065/1869/7057/6198/8312/5291/3066/3685/1147/3690/7448/5663/29110/5590",59,"XKC"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","28/724","103/8859",0.271844660194175,3.32634232687872,7.08431234621684,7.48593207289074e-09,2.30227722241734e-08,7.21087796494937e-09,"5290/7124/3569/3458/7040/3586/3553/4790/3576/836/5295/5970/2335/5747/7099/1437/4843/7097/1277/5293/5578/5291/3315/2919/5052/5579/383/2920",28,"XKC"
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","47/724","238/8859",0.197478991596639,2.41639003667765,6.60770828367985,8.17590608908409e-09,2.49097699536581e-08,7.80189759607631e-09,"5290/207/1956/4233/2260/356/7422/5604/4790/5594/5894/5781/3480/3791/1950/5295/3630/3082/5970/11186/2247/627/598/3643/5595/4915/5599/5293/5578/5879/2322/5291/4803/5602/1147/6789/5320/5579/29110/2903/2002/2904/5338/2902/801/5337/5319",47,"XKC"
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","16/724","37/8859",0.432432432432432,5.29132447364492,7.80309745905891,8.46721811179239e-09,2.55584546707807e-08,8.00506975481347e-09,"7157/5979/999/1499/595/4609/1026/5468/5604/5594/581/5595/6256/51176/6257/6258",16,"XKC"
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","28/724","105/8859",0.266666666666667,3.26298342541436,6.95874775061987,1.1925938023823e-08,3.56684017960212e-08,1.11715691773137e-08,"7124/596/3553/4790/3576/5743/3383/5970/4792/598/959/7099/695/142/330/331/7412/4067/5328/6850/329/1147/2919/3932/5579/1457/2920/23643",28,"XKC"
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","35/724","159/8859",0.220125786163522,2.69350046909205,6.42809963343912,4.12808723720553e-08,1.22341494484455e-07,3.83181303357834e-08,"7124/355/3458/6774/596/356/3553/6772/841/581/8795/3552/3717/3320/7099/142/5599/330/331/3146/6777/5602/3718/114548/329/6776/834/6775/5837/2495/5836/2512/246/815/816",35,"XKC"
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","39/724","189/8859",0.206349206349206,2.52492765061826,6.32162798762993,4.55295371744907e-08,1.33717379449405e-07,4.18811295014281e-08,"7124/3569/596/3553/6772/841/4790/5594/3576/3725/5970/6347/4792/598/3320/5595/7099/1432/5599/1508/5580/330/331/5602/114548/329/1147/2919/6041/834/7295/29110/10628/5585/2920/118429/3710/79184/90550",39,"XKC"
"Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","20/724","62/8859",0.32258064516129,3.94715736945286,6.94688673012571,4.67323622008814e-08,1.3602455426328e-07,4.2603751254563e-08,"1588/1312/1576/1545/1543/6716/54658/1544/1571/8644/412/6783/3290/3292/6715/54600/1646/54659/6820/6718",20,"XKC"
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","26/724","99/8859",0.262626262626263,3.21354428260506,6.60711857918415,5.5828531441241e-08,1.61062842918978e-07,5.04459017214753e-08,"5290/207/1956/2475/3091/5604/5594/5894/1950/5295/3725/5595/5599/5293/5578/5879/6198/2353/5291/6667/5602/5579/5338/5130/5337/6582",26,"XKC"
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","34/724","154/8859",0.220779220779221,2.70149601779436,6.35426396597793,5.97551994753568e-08,1.70878903762862e-07,5.35203541007351e-08,"207/596/5594/5294/5595/1432/1385/5578/1386/183/476/468/185/779/776/186/775/801/6331/487/147/815/55799/9254/6330/783/785/6324/816/6546/6543/784/782/93589",34,"XKC"
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","24/724","87/8859",0.275862068965517,3.37550009525624,6.64237987983465,6.53203563744439e-08,1.85169010244076e-07,5.79961058885222e-08,"476/9377/779/776/775/487/1327/55799/9254/783/7384/1340/785/1329/1345/6546/6543/784/1346/1351/782/93589/1350/1349",24,"XKC"
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","21/724","70/8859",0.3,3.67085635359116,6.69249663105442,8.94555528383791e-08,2.51400950218203e-07,7.87403686508419e-08,"5290/207/4233/1026/7040/3091/7422/5604/5594/5894/5781/5295/3725/3082/1387/5595/6513/5293/5879/5291/54583",21,"XKC"
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","28/724","115/8859",0.243478260869565,2.9792457362479,6.37311721565245,1.00806424117811e-07,2.80879438140225e-07,8.79732176286789e-08,"1956/1026/2260/596/5604/5594/5894/5595/1385/7421/6256/5578/2353/6667/860/4322/1958/6257/1594/5579/4929/1386/3727/468/6258/5338/3710/5337",28,"XKC"
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","40/724","203/8859",0.197044334975369,2.4110714966116,6.06731798643026,1.15458655281132e-07,3.18978996793635e-07,9.99062405198016e-08,"7124/3569/355/356/3553/6714/841/4790/5594/3576/5781/581/836/8795/3725/5970/4792/5595/7099/1432/5599/842/5879/2597/2353/5602/4627/114548/9076/2147/7082/1147/834/840/5777/1364/100506658/2149/9075/7122",40,"XKC"
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","21/724","71/8859",0.295774647887324,3.6191541514279,6.61003185495055,1.17427310315013e-07,3.21691623215919e-07,1.00755852282674e-07,"1956/4233/6714/4790/3576/5781/836/3725/5970/4792/1432/5599/5879/4067/5602/6416/7082/1147/2919/3577/2920",21,"XKC"
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","28/724","116/8859",0.241379310344828,2.95356258334921,6.31806990093373,1.22785896350331e-07,3.33568351751732e-07,1.04475718824404e-07,"5290/207/596/5604/5594/5295/5294/3717/5595/1385/5293/5578/2353/5291/43/5579/468/773/779/776/3710/775/1139/1131/815/774/816/89832",28,"XKC"
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","60/724","368/8859",0.16304347826087,1.99503062695172,5.81619930040394,1.26713863448079e-07,3.41394375901436e-07,1.06926879116691e-07,"7068/1906/1392/2147/718/5340/885/1909/2740/3827/5737/2641/5644/183/3375/2149/2903/135/2561/185/2859/5021/7442/2904/4988/3350/1815/2902/554/140/2563/624/186/1139/2556/1131/134/5729/116443/4828/147/1812/727/2906/2898/56923/2891/152/3352/623/3362/4986/116444/2558/4987/5025/151/89832/55879/2560",60,"XKC"
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","26/724","107/8859",0.242990654205607,2.97327928951309,6.12611485058367,3.00908030708087e-07,8.04065721400297e-07,2.51838472637484e-07,"207/5315/1387/6513/1385/23411/5465/10891/3939/2641/2645/6514/5562/1386/468/5563/5837/1374/5836/5564/3710/801/815/1375/200186/816",26,"XKC"
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","45/724","251/8859",0.179282868525896,2.19373885672778,5.72339084638385,3.36414872860895e-07,8.91636167094731e-07,2.79266090436516e-07,"5290/7124/207/1499/3569/4609/596/3553/5604/841/4790/5594/5894/3576/581/836/5294/8795/3725/5970/4792/3320/5595/7099/5788/1432/7097/5599/5293/330/5879/2597/2353/5291/5602/114548/329/6416/51176/1147/834/840/7295/5585/23643",45,"XKC"
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","13/724","32/8859",0.40625,4.9709513121547,6.71307239178756,5.24941947760894e-07,1.38008931427461e-06,4.32252707409225e-07,"596/841/581/836/598/5599/842/330/331/5602/10018/329/840",13,"XKC"
