"compound.lower","herb_en_name","herb_cn_name","herb_pinyin","Mol.ID","Mol.ID2","Compound.EN","OB...","MW","DL","CID","InChIKey","Name","Bestname","CanonicalSMILES","XLogP","superclass","class","subclass","KEGGID","Keggid","HMDBID","MolecularFormula","Synonym.separate","entrez_gene_symbol"
"alpha-curcumene","Atractylodes Macrocephala Koidz.","白术","Baizhu","MOL000027","TCMol01225","alpha-Curcumene","4.67726525367","202.370","0.055937","92139","VMYXUZSZMNBRCN-UHFFFAOYSA-N","1-methyl-4-(6-methylhept-5-en-2-yl)benzene;alpha-curcumene;alpha-Curcumene;Curcumene","Curcumene","CC1=CC=C(C=C1)C(C)CCC=C(C)C",5.4,NA,NA,NA,NA,NA,NA,"C15H22","alpha-Curcumene","CES1;CYP46A1;CHGA;CNGA1;ADH7;LACC1;ADRA1D;ADRA1B;ADRA1A;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;ADRB3;CYP2B6;KCNU1;DRD5;ALDH3A2;SIRT3;GABBR1;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GJA8;HIF1A;ACACA;AOC2;ACACB;HRH1;HRH2;XIAP;HSP90AA1;APLP1;HTR2A;HTR2C;HTR7;APRT;KCNJ1;KCNJ8;KCNMA1;KCNN3;CHCHD10;ARRB2;ACHE;MTAP;PNP;P4HA1;P4HB;PARK2;TLR7;TLR8;ACP1;PRKAA1;PRKAA2;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PECR;PRKCI;GABRQ;PRKCQ;PRKCZ;PRKG2;ARRDC3;BCHE;ACTB;SCN1A;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC6A2;SNCA;SRPK2;TNFSF4;CALCA;CALM1;CALM2;CALM3;COLQ;AOC3"
"alpha-curcumene","Atractylodes Macrocephala Koidz.","白术","Baizhu","MOL000027","TCMol01225","alpha-Curcumene","4.67726525367","202.370","0.055937","3083834","VMYXUZSZMNBRCN-AWEZNQCLSA-N","(+)-alpha-Curcumene;1-methyl-4-[(2S)-6-methylhept-5-en-2-yl]benzene;alpha-curcumene;ar-curcumene;ar-Curcumene","(+)-alpha-Curcumene","CC1=CC=C(C=C1)C(C)CCC=C(C)C",5.4,"Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,"alpha-curcumene","CES1;CYP46A1;CHGA;CNGA1;ADH7;LACC1;ADRA1D;ADRA1B;ADRA1A;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;ADRB3;CYP2B6;KCNU1;DRD5;ALDH3A2;SIRT3;GABBR1;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GJA8;HIF1A;ACACA;AOC2;ACACB;HRH1;HRH2;XIAP;HSP90AA1;APLP1;HTR2A;HTR2C;HTR7;APRT;KCNJ1;KCNJ8;KCNMA1;KCNN3;CHCHD10;ARRB2;ACHE;MTAP;PNP;P4HA1;P4HB;PARK2;TLR7;TLR8;ACP1;PRKAA1;PRKAA2;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PECR;PRKCI;GABRQ;PRKCQ;PRKCZ;PRKG2;ARRDC3;BCHE;ACTB;SCN1A;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC6A2;SNCA;SRPK2;TNFSF4;CALCA;CALM1;CALM2;CALM3;COLQ;AOC3"
"alpha-curcumene","Radix Bupleuri","柴胡","Chaihu","MOL000027","TCMol03669","alpha-Curcumene","4.67726525367","202.370","0.055937","92139","VMYXUZSZMNBRCN-UHFFFAOYSA-N","1-methyl-4-(6-methylhept-5-en-2-yl)benzene;alpha-curcumene;alpha-Curcumene;Curcumene","Curcumene","CC1=CC=C(C=C1)C(C)CCC=C(C)C",5.4,NA,NA,NA,NA,NA,NA,"C15H22","alpha-curcumene","CES1;CYP46A1;CHGA;CNGA1;ADH7;LACC1;ADRA1D;ADRA1B;ADRA1A;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;ADRB3;CYP2B6;KCNU1;DRD5;ALDH3A2;SIRT3;GABBR1;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GJA8;HIF1A;ACACA;AOC2;ACACB;HRH1;HRH2;XIAP;HSP90AA1;APLP1;HTR2A;HTR2C;HTR7;APRT;KCNJ1;KCNJ8;KCNMA1;KCNN3;CHCHD10;ARRB2;ACHE;MTAP;PNP;P4HA1;P4HB;PARK2;TLR7;TLR8;ACP1;PRKAA1;PRKAA2;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PECR;PRKCI;GABRQ;PRKCQ;PRKCZ;PRKG2;ARRDC3;BCHE;ACTB;SCN1A;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC6A2;SNCA;SRPK2;TNFSF4;CALCA;CALM1;CALM2;CALM3;COLQ;AOC3"
"alpha-curcumene","Radix Bupleuri","柴胡","Chaihu","MOL000027","TCMol03669","alpha-Curcumene","4.67726525367","202.370","0.055937","92139","VMYXUZSZMNBRCN-UHFFFAOYSA-N","1-methyl-4-(6-methylhept-5-en-2-yl)benzene;alpha-curcumene;alpha-Curcumene;Curcumene","Curcumene","CC1=CC=C(C=C1)C(C)CCC=C(C)C",5.4,NA,NA,NA,NA,NA,NA,"C15H22","alpha-Curcumene","CES1;CYP46A1;CHGA;CNGA1;ADH7;LACC1;ADRA1D;ADRA1B;ADRA1A;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;ADRB3;CYP2B6;KCNU1;DRD5;ALDH3A2;SIRT3;GABBR1;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GJA8;HIF1A;ACACA;AOC2;ACACB;HRH1;HRH2;XIAP;HSP90AA1;APLP1;HTR2A;HTR2C;HTR7;APRT;KCNJ1;KCNJ8;KCNMA1;KCNN3;CHCHD10;ARRB2;ACHE;MTAP;PNP;P4HA1;P4HB;PARK2;TLR7;TLR8;ACP1;PRKAA1;PRKAA2;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PECR;PRKCI;GABRQ;PRKCQ;PRKCZ;PRKG2;ARRDC3;BCHE;ACTB;SCN1A;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC6A2;SNCA;SRPK2;TNFSF4;CALCA;CALM1;CALM2;CALM3;COLQ;AOC3"
"alpha-curcumene","Radix Bupleuri","柴胡","Chaihu","MOL000027","TCMol03669","alpha-Curcumene","4.67726525367","202.370","0.055937","3083834","VMYXUZSZMNBRCN-AWEZNQCLSA-N","(+)-alpha-Curcumene;1-methyl-4-[(2S)-6-methylhept-5-en-2-yl]benzene;alpha-curcumene;ar-curcumene;ar-Curcumene","(+)-alpha-Curcumene","CC1=CC=C(C=C1)C(C)CCC=C(C)C",5.4,"Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,"alpha-curcumene","CES1;CYP46A1;CHGA;CNGA1;ADH7;LACC1;ADRA1D;ADRA1B;ADRA1A;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;ADRB3;CYP2B6;KCNU1;DRD5;ALDH3A2;SIRT3;GABBR1;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GJA8;HIF1A;ACACA;AOC2;ACACB;HRH1;HRH2;XIAP;HSP90AA1;APLP1;HTR2A;HTR2C;HTR7;APRT;KCNJ1;KCNJ8;KCNMA1;KCNN3;CHCHD10;ARRB2;ACHE;MTAP;PNP;P4HA1;P4HB;PARK2;TLR7;TLR8;ACP1;PRKAA1;PRKAA2;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PECR;PRKCI;GABRQ;PRKCQ;PRKCZ;PRKG2;ARRDC3;BCHE;ACTB;SCN1A;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC6A2;SNCA;SRPK2;TNFSF4;CALCA;CALM1;CALM2;CALM3;COLQ;AOC3"
"alpha-curcumene","Curcumae Rhizoma","莪术","Ezhu","MOL000027","TCMol07287","alpha-Curcumene","4.67726525367","202.370","0.055937","92139","VMYXUZSZMNBRCN-UHFFFAOYSA-N","1-methyl-4-(6-methylhept-5-en-2-yl)benzene;alpha-curcumene;alpha-Curcumene;Curcumene","Curcumene","CC1=CC=C(C=C1)C(C)CCC=C(C)C",5.4,NA,NA,NA,NA,NA,NA,"C15H22","alpha-curcumene","CES1;CYP46A1;CHGA;CNGA1;ADH7;LACC1;ADRA1D;ADRA1B;ADRA1A;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;ADRB3;CYP2B6;KCNU1;DRD5;ALDH3A2;SIRT3;GABBR1;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GJA8;HIF1A;ACACA;AOC2;ACACB;HRH1;HRH2;XIAP;HSP90AA1;APLP1;HTR2A;HTR2C;HTR7;APRT;KCNJ1;KCNJ8;KCNMA1;KCNN3;CHCHD10;ARRB2;ACHE;MTAP;PNP;P4HA1;P4HB;PARK2;TLR7;TLR8;ACP1;PRKAA1;PRKAA2;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PECR;PRKCI;GABRQ;PRKCQ;PRKCZ;PRKG2;ARRDC3;BCHE;ACTB;SCN1A;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC6A2;SNCA;SRPK2;TNFSF4;CALCA;CALM1;CALM2;CALM3;COLQ;AOC3"
"alpha-curcumene","Curcumae Rhizoma","莪术","Ezhu","MOL000027","TCMol07287","alpha-Curcumene","4.67726525367","202.370","0.055937","92139","VMYXUZSZMNBRCN-UHFFFAOYSA-N","1-methyl-4-(6-methylhept-5-en-2-yl)benzene;alpha-curcumene;alpha-Curcumene;Curcumene","Curcumene","CC1=CC=C(C=C1)C(C)CCC=C(C)C",5.4,NA,NA,NA,NA,NA,NA,"C15H22","alpha-Curcumene","CES1;CYP46A1;CHGA;CNGA1;ADH7;LACC1;ADRA1D;ADRA1B;ADRA1A;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;ADRB3;CYP2B6;KCNU1;DRD5;ALDH3A2;SIRT3;GABBR1;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GJA8;HIF1A;ACACA;AOC2;ACACB;HRH1;HRH2;XIAP;HSP90AA1;APLP1;HTR2A;HTR2C;HTR7;APRT;KCNJ1;KCNJ8;KCNMA1;KCNN3;CHCHD10;ARRB2;ACHE;MTAP;PNP;P4HA1;P4HB;PARK2;TLR7;TLR8;ACP1;PRKAA1;PRKAA2;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PECR;PRKCI;GABRQ;PRKCQ;PRKCZ;PRKG2;ARRDC3;BCHE;ACTB;SCN1A;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC6A2;SNCA;SRPK2;TNFSF4;CALCA;CALM1;CALM2;CALM3;COLQ;AOC3"
"alpha-curcumene","Curcumae Rhizoma","莪术","Ezhu","MOL000027","TCMol07287","alpha-Curcumene","4.67726525367","202.370","0.055937","3083834","VMYXUZSZMNBRCN-AWEZNQCLSA-N","(+)-alpha-Curcumene;1-methyl-4-[(2S)-6-methylhept-5-en-2-yl]benzene;alpha-curcumene;ar-curcumene;ar-Curcumene","(+)-alpha-Curcumene","CC1=CC=C(C=C1)C(C)CCC=C(C)C",5.4,"Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,"alpha-curcumene","CES1;CYP46A1;CHGA;CNGA1;ADH7;LACC1;ADRA1D;ADRA1B;ADRA1A;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;ADRB3;CYP2B6;KCNU1;DRD5;ALDH3A2;SIRT3;GABBR1;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GJA8;HIF1A;ACACA;AOC2;ACACB;HRH1;HRH2;XIAP;HSP90AA1;APLP1;HTR2A;HTR2C;HTR7;APRT;KCNJ1;KCNJ8;KCNMA1;KCNN3;CHCHD10;ARRB2;ACHE;MTAP;PNP;P4HA1;P4HB;PARK2;TLR7;TLR8;ACP1;PRKAA1;PRKAA2;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PECR;PRKCI;GABRQ;PRKCQ;PRKCZ;PRKG2;ARRDC3;BCHE;ACTB;SCN1A;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SLC6A2;SNCA;SRPK2;TNFSF4;CALCA;CALM1;CALM2;CALM3;COLQ;AOC3"
"alpha-eudesmol","Radix Bupleuri","柴胡","Chaihu","MOL004713","TCMol03842","alpha-Eudesmol","25.0190030465","222.410","0.095419","92762","FCSRUSQUAVXUKK-VNHYZAJKSA-N","alpha-Eudesmol","alpha-Eudesmol","CC1=CCCC2(C1CC(CC2)C(C)(C)O)C",3.5,NA,NA,NA,"C09663",NA,NA,"C15H26O","alpha-Eudesmol","TMEFF2;CLEC4E;AR;RORA;FOXL2;VDR;WNT5A;NR1I3"
"alpha-farnesene","Radix Bupleuri","柴胡","Chaihu","MOL000932","TCMol03888","alpha-Farnesene","21.7035112093","204.390","0.047239","5281516","CXENHBSYCFFKJS-VDQVFBMKSA-N","(3E,6E)-3,7,11-trimethyldodeca-1,3,6,10-tetraene;alpha-Farnesene;Alpha-Farnesene;Farnesene;trans-alpha-Farnesene","alpha-Farnesene","CC(=CCCC(=CCC=C(C)C=C)C)C",6.1,NA,NA,NA,"C09665",NA,NA,NA,"Alpha-Farnesene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"alpha-farnesene","Radix Bupleuri","柴胡","Chaihu","MOL000932","TCMol03888","alpha-Farnesene","21.7035112093","204.390","0.047239","5281516","CXENHBSYCFFKJS-VDQVFBMKSA-N","(3E,6E)-3,7,11-trimethyldodeca-1,3,6,10-tetraene;alpha-Farnesene;Alpha-Farnesene;Farnesene;trans-alpha-Farnesene","alpha-Farnesene","CC(=CCCC(=CCC=C(C)C=C)C)C",6.1,NA,NA,NA,"C09665",NA,NA,NA,"alpha-Farnesene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"alpha-farnesene","Curcumae Rhizoma","莪术","Ezhu","MOL000932","TCMol07344","alpha-Farnesene","21.7035112093","204.390","0.047239","5281516","CXENHBSYCFFKJS-VDQVFBMKSA-N","(3E,6E)-3,7,11-trimethyldodeca-1,3,6,10-tetraene;alpha-Farnesene;Alpha-Farnesene;Farnesene;trans-alpha-Farnesene","alpha-Farnesene","CC(=CCCC(=CCC=C(C)C=C)C)C",6.1,NA,NA,NA,"C09665",NA,NA,NA,"Alpha-Farnesene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"alpha-farnesene","Curcumae Rhizoma","莪术","Ezhu","MOL000932","TCMol07344","alpha-Farnesene","21.7035112093","204.390","0.047239","5281516","CXENHBSYCFFKJS-VDQVFBMKSA-N","(3E,6E)-3,7,11-trimethyldodeca-1,3,6,10-tetraene;alpha-Farnesene;Alpha-Farnesene;Farnesene;trans-alpha-Farnesene","alpha-Farnesene","CC(=CCCC(=CCC=C(C)C=C)C)C",6.1,NA,NA,NA,"C09665",NA,NA,NA,"alpha-Farnesene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"alpha-guaiene","Radix Bupleuri","柴胡","Chaihu","MOL000169","TCMol03628","alpha-Guaiene","25.9346266289","204.390","0.072089","5317844","ADIDQIZBYUABQK-RWMBFGLXSA-N","(1S,4S,7R)-1,4-dimethyl-7-(prop-1-en-2-yl)-1,2,3,4,5,6,7,8-octahydroazulene;alpha-Guaiene","alpha-Guaiene","CC1CCC(CC2=C1CCC2C)C(=C)C",4.6,NA,NA,NA,"C20161",NA,NA,"C15H24","alpha-Guaiene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"alpha-humulene","Atractylodes Macrocephala Koidz.","白术","Baizhu","MOL000024","TCMol01222","alpha-humulene","22.9768241266","204.390","0.061124","5281520","FAMPSKZZVDUYOS-HRGUGZIWSA-N","(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene;alpha-Caryophyllene;Alpha-caryophyllene;alpha-humulene;Humulene","Hemp","CC1=CCC(C=CCC(=CCC1)C)(C)C",4.5,"Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","C09684",NA,NA,"C15H24","alpha-humulene","IL1B;TNF;ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"alpha-humulene","Atractylodes Macrocephala Koidz.","白术","Baizhu","MOL000024","TCMol01222","alpha-humulene","22.9768241266","204.390","0.061124","5281520","FAMPSKZZVDUYOS-HRGUGZIWSA-N","(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene;alpha-Caryophyllene;Alpha-caryophyllene;alpha-humulene;Humulene","Hemp","CC1=CCC(C=CCC(=CCC1)C)(C)C",4.5,"Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","C09684",NA,NA,"C15H24","alpha-Humulene","IL1B;TNF;ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"alpha-humulene","Curcumae Rhizoma","莪术","Ezhu","MOL000024","TCMol07284","alpha-humulene","22.9768241266","204.390","0.061124","5281520","FAMPSKZZVDUYOS-HRGUGZIWSA-N","(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene;alpha-Caryophyllene;Alpha-caryophyllene;alpha-humulene;Humulene","Hemp","CC1=CCC(C=CCC(=CCC1)C)(C)C",4.5,"Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","C09684",NA,NA,"C15H24","alpha-humulene","IL1B;TNF;ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"alpha-humulene","Curcumae Rhizoma","莪术","Ezhu","MOL000024","TCMol07284","alpha-humulene","22.9768241266","204.390","0.061124","5281520","FAMPSKZZVDUYOS-HRGUGZIWSA-N","(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene;alpha-Caryophyllene;Alpha-caryophyllene;alpha-humulene;Humulene","Hemp","CC1=CCC(C=CCC(=CCC1)C)(C)C",4.5,"Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","C09684",NA,NA,"C15H24","alpha-Humulene","IL1B;TNF;ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"alphitolic acid","Gleditsiae Spina","皂角刺","Zaojiaoci","MOL012996","TCMol31843","alphitolic acid","16.5889920875","472.780","0.76411","12305768","PFCVZKFJHRCLCC-PGOIBATFSA-N","Alphitolic acid","Alphitolic acid","CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(C(C5(C)C)O)O)C)C)C(=O)O",7.2,NA,NA,NA,"C16912",NA,NA,NA," Alphitolic acid","GLI1;RELA"
"alphitolic acid","Gleditsiae Spina","皂角刺","Zaojiaoci","MOL012996","TCMol31843","alphitolic acid","16.5889920875","472.780","0.76411","12305768","PFCVZKFJHRCLCC-PGOIBATFSA-N","Alphitolic acid","Alphitolic acid","CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(C(C5(C)C)O)O)C)C)C(=O)O",7.2,NA,NA,NA,"C16912",NA,NA,NA,"Alphitolic acid","GLI1;RELA"
"amide hpl","Radix Bupleuri","柴胡","Chaihu","MOL001816","TCMol03923","Amide HPL","19.7865464989","255.500","0.096685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampelopsin","Gleditsiae Spina","皂角刺","Zaojiaoci","MOL013374","TCMol31844","ampelopsin","23.4768594525","320.270","0.30866","161557","KJXSIXMJHKAJOD-LSDHHAIUSA-N","(2R,3R)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one;(2R,3R)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-4-one;ampelopsin;Dihydromyricetin","Dihydromyricetin","C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O",1.1,"Phenylpropanoids and polyketides","Flavonoids","Flavans","C02906",NA,NA,"C15H12O8","ampelopsin","FGF2;NFKB1;VEGFA;TYR;IKBKB;CASP3;COL11A2;SPHK1;NFE2L2;ABCC2;APP"
"ampelopsin","Gleditsiae Spina","皂角刺","Zaojiaoci","MOL013374","TCMol31844","ampelopsin","23.4768594525","320.270","0.30866","161557","KJXSIXMJHKAJOD-LSDHHAIUSA-N","(2R,3R)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one;(2R,3R)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-4-one;ampelopsin;Dihydromyricetin","Dihydromyricetin","C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O",1.1,"Phenylpropanoids and polyketides","Flavonoids","Flavans","C02906",NA,NA,"C15H12O8","Ampelopsin","FGF2;NFKB1;VEGFA;TYR;IKBKB;CASP3;COL11A2;SPHK1;NFE2L2;ABCC2;APP"
"ampelopsin","Gleditsiae Spina","皂角刺","Zaojiaoci","MOL013374","TCMol31844","ampelopsin","23.4768594525","320.270","0.30866","5153580","KJXSIXMJHKAJOD-UHFFFAOYSA-N","3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one","Ampelopsin","C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O",1.1,NA,NA,NA,NA,NA,NA,"C15H12O8"," Ampelopsin",NA
"amyl ketone","Angelicae Sinensis Radix","当归","Danggui","MOL008279","TCMol06137","Amyl ketone","18.6487617244","170.330","0.024244","13561","ZPQAKYPOZRXKFA-UHFFFAOYSA-N","undecan-6-one;Undecan-6-one","undecan-6-one","CCCCCC(=O)CCCCC",3.8,"Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,"C11H22O"," Amyl ketone","TRPV3;OPRL1;KCNK4;TRPV1;TRPM8;TRPA1"
"amylbenzene","Radix Bupleuri","柴胡","Chaihu","MOL002187","TCMol03653","Amylbenzene","34.3407677206","148.270","0.025192","10864","PWATWSYOIIXYMA-UHFFFAOYSA-N","Amylbenzene;pentylbenzene","pentylbenzene","CCCCCC1=CC=CC=C1",5,NA,NA,NA,NA,NA,NA,NA,"Amylbenzene","F2;F7;F9;F10;GABRB2;GABRB3;GGCX;PROC;PROS1"
"amylol","Radix Bupleuri","柴胡","Chaihu","MOL003040","TCMol03684","Amylol","76.1570301876","88.170","0.0035571","6276","AMQJEAYHLZJPGS-UHFFFAOYSA-N","1-Pentanol;Amylol;pentan-1-ol;Pentan-1-ol","1-Pentanol","CCCCCO",1.6,NA,NA,NA,"C16834",NA,NA,"C5H12O","Amylol","CACNG2;CHRNA2;CHRNA3;CHRNA4;CHRNA5;CHRNA7;CHRNB2;CHRNB3;CHRNB4;GRIN3A;ADH7;HTR3C;HTR3D;SLC29A1;GABBR1;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG3;GABRP;GLRA1;GLRA2;HTR3E;GRIA1;GRIA2;GRIA3;GRIA4;SLC43A3;SLC29A2;HTR3A;ITGA4;KCNJ3;KCNJ5;KCNJ6;KCNJ9;L1CAM;LYZ;ACHE;CHRNA9;PRKCE;GABRQ;PRKG2;CHRNA10;BCHE;VCAM1;CACNA1C;CACNA1D;CACNA1S;CACNB1;CACNG1;GLRA3;COLQ;EEA1;CACNA1G;CHRNA6;CHRFAM7A;HTR3B"
