pmid,title,abstract,year,journal,journal_abbr,authors,full_authors,first_author,affiliations,mesh,other_terms,keywords,publication_types,doi,volume,issue,issn,pages,source_database,wos_id
24348572,Kernohan's Notch: A Forgotten Cause of Hemiplegia-CT Scans Are Useful in This Diagnosis.,"Hemiparesis ipsilateral to a cerebral lesion can be a false localizing sign. This is due to midline shift of the midbrain resulting in compression of the contralateral pyramidal fibers on the tough dural reflection tentorium cerebelli. This may result in partial or complete damage to these fibers. Since these fibers are destined to cross in the medulla and innervate the opposite side of the body, this causes hemiparesis ipsilateral to the site of cerebral lesion. Computed tomography (CT) scans have not been used to support the diagnosis of this entity until now. We report a 68-year-old woman with a subdural hematoma who developed ipsilateral hemiparesis without any other explanation (Kernohan's notch). The CT of the head showed evidence of compression of the midbrain contralateral to the hematoma and was useful in the diagnosis. The purpose of this report is to increase the awareness of this presentation and to emphasize the utility of CT scans to support the diagnosis.",2013,Case reports in medicine,Case Rep Med,Panikkath R; Panikkath D; Lim SY; Nugent K,"Panikkath, Ragesh; Panikkath, Deepa; Lim, Sian Yik; Nugent, Kenneth",Panikkath R,"Department of Internal Medicine, Texas Tech University Health Sciences Center, Lubbock, TX 79430, USA. | Department of Internal Medicine, Texas Tech University Health Sciences Center, Lubbock, TX 79430, USA. | Department of Internal Medicine, Texas Tech University Health Sciences Center, Lubbock, TX 79430, USA. | Department of Internal Medicine, Texas Tech University Health Sciences Center, Lubbock, TX 79430, USA.",,,,Journal Article,10.1155/2013/296874,2013,,1687-9627 (Print); 1687-9635 (Electronic),296874,PubMed,
28883251,Ossification of the Posterior Atlantoaxial Membrane: An Atypical Presentation.,,2017,"Internal medicine (Tokyo, Japan)",Intern Med,Ueno T; Nishijima H; Ito J; Tomiyama M,"Ueno, Tatsuya; Nishijima, Haruo; Ito, Junji; Tomiyama, Masahiko",Ueno T,"Department of Neurology, Aomori Prefectural Central Hospital, Japan. | Department of Neurology, Aomori Prefectural Central Hospital, Japan. | Department of Orthopaedic Surgery, Aomori Prefectural Central Hospital, Japan. | Department of Neurology, Aomori Prefectural Central Hospital, Japan.",,false localizing sign; myelopathy; ossification; posterior atlantoaxial membrane,false localizing sign; myelopathy; ossification; posterior atlantoaxial membrane,Journal Article,10.2169/internalmedicine.8827-17,56,19,1349-7235 (Electronic); 0918-2918 (Print); 0918-2918 (Linking),2689-2690,PubMed,
6709162,Contralateral trigeminal nerve dysfunction as a false localizing sign in acoustic neuroma: a clinical and electrophysiological study.,"A 49-year-old woman presented with right facial sensory impairment due to trigeminal nerve dysfunction caused by a contralateral acoustic neuroma. The mechanism of the falsely localizing trigeminal involvement is probably displacement and distortion of the brain stem by the large mass lesion and not increased intracranial pressure. A preoperative orbicularis oculi reflex study was abnormal and indicative of right trigeminal nerve dysfunction; after surgical removal of the tumor, the orbicularis oculi reflex study was normal. We conclude that a false localizing sign of trigeminal nerve dysfunction can occur rarely on the contralateral side in patients with large posterior fossa tumors, especially tumors arising from the cerebellopontine angle, and should be considered in the differential diagnosis of hemifacial sensory disturbance.",1984,Neurosurgery,Neurosurgery,Koenig M; Kalyan-Raman K; Sureka ON,"Koenig, M; Kalyan-Raman, K; Sureka, O N",Koenig M,,"Brain Diseases/diagnosis/etiology; Brain Stem; Evoked Potentials, Somatosensory; Facial Muscles; Facial Paralysis/*diagnosis/etiology; Female; Humans; Middle Aged; Nerve Compression Syndromes/diagnosis/etiology; Neuroma, Acoustic/complications/*diagnosis; Reflex; Trigeminal Neuralgia/*diagnosis/etiology",,"Brain Diseases; Brain Stem; Evoked Potentials, Somatosensory; Facial Muscles; Facial Paralysis; Female; Humans; Middle Aged; Nerve Compression Syndromes; Neuroma, Acoustic; Reflex; Trigeminal Neuralgia",Case Reports; Journal Article,10.1227/00006123-198403000-00014,14,3,0148-396X (Print); 0148-396X (Linking),335-7,PubMed,
21874138,"Lower cranial nerve palsy, aseptic meningitis and hydrocephalus: unusual presentation of primary antiphospholipid syndrome.","Presentation of primary antiphospholipid syndrome (APS) is usually untrustworthy and unusual presentations are difficult to diagnose on the basis of clinical features alone. This is true especially in young and elderly patients. Cerebral venous thrombosis (CVT) is less frequent than arterial thrombosis in APS. CVT has a wide spectrum of signs and symptoms, which may evolve suddenly or over weeks. It mimics many neurological conditions such as meningitis, encephalopathy, benign intracranial hypertension and stroke. Headache is the most frequent symptom in patients with CVT, and is present in about 80% of cases. The most common pattern of presentation is with a benign intracranial hypertension-like syndrome. Sixth cranial nerve palsy usually manifests as a false localising sign. Patients may have recurrent seizures. Cranial nerve syndromes are seen with venous sinus thrombosis. We present a case of APS with lower cranial nerve palsy, aseptic meningitis and hydrocephalus initially treated as tuberculous meningitis.",2009,BMJ case reports,BMJ Case Rep,Wani AM; Hussain WM; Fatani MI; Qadmani A; Maimani GA; Turkistani A; Dairi KS; Abumatar A; Bafaraj MG,"Wani, Abdul Majid; Hussain, Waleed Mohd; Fatani, Mohamad Ibrahim; Qadmani, Ahmad; Maimani, Ghassan Adnan Al; Turkistani, Ahmad; Dairi, Khalid S; Abumatar, Ahmad; Bafaraj, Mazen G",Wani AM,"Hera General Hospital, Medicine, 4a/201, Makkah, Western, 21955, Saudi Arabia.",,,,Journal Article,10.1136/bcr.06.2009.2013,2009,,1757-790X (Print); 1757-790X (Electronic); 1757-790X (Linking),,PubMed,
19987409,Case of False Localizing Signs in Cerebral Tumour: Endothelioma of Left Sylvian Region revealed by Ventriculography.,,1930,Proceedings of the Royal Society of Medicine,Proc R Soc Med,Broster LR,"Broster, L R",Broster LR,,,,,Journal Article,10.1177/003591573002300493,23,4,0035-9157 (Print); 0035-9157 (Linking),552,PubMed,
3508676,Spinal and radicular pain in pseudotumor cerebri.,"A 4 1/2-year-old girl presented with cervical spine and radicular pain with hypoactive biceps and brachioradialis stretch reflexes. A diagnosis of pseudotumor cerebri was made. The patient's symptoms resolved following the reduction of the elevated intracranial pressure. Abnormalities of the cervical spine and spinal cord were not detected. A mechanism to explain this ""false localizing"" sign is discussed.",1986,Pediatric neurology,Pediatr Neurol,Murray RS; Tait VF; Thompson JA,"Murray, R S; Tait, V F; Thompson, J A",Murray RS,"Department of Neurology, VA Medical Center, Salt Lake City, UT 84148.","Child, Preschool; Female; Humans; Pain/*etiology; Pseudotumor Cerebri/*complications; Radiculopathy/*etiology; Spinal Diseases/*etiology",,"Child, Preschool; Female; Humans; Pain; Pseudotumor Cerebri; Radiculopathy; Spinal Diseases",Case Reports; Journal Article,10.1016/0887-8994(86)90066-4,2,2,0887-8994 (Print); 0887-8994 (Linking),106-7,PubMed,
24684337,From the notch to a glioma grading system: the neurological contributions of James Watson Kernohan.,"During his lifetime and a career spanning 42 years, James Watson Kernohan made numerous contributions to neuropathology, neurology, and neurosurgery. One of these, the phenomenon of ipsilateral, false localizing signs caused by compression of the contralateral cerebral peduncle against the tentorial edge, has widely become known as ""Kernohan's notch"" and continues to bear his name. The other is a grading system for gliomas from a neurosurgical viewpoint that continues to be relevant for grading of glial tumors 60 years after its introduction. In this paper, the authors analyze these two major contributions in detail within the context of Kernohan's career and explore how they contributed to the development of neurosurgical procedures.",2014,Neurosurgical focus,Neurosurg Focus,Safavi-Abbasi S; Maurer AJ; Archer JB; Hanel RA; Sughrue ME; Theodore N; Preul MC,"Safavi-Abbasi, Sam; Maurer, Adrian J; Archer, Jacob B; Hanel, Ricardo A; Sughrue, Michael E; Theodore, Nicholas; Preul, Mark C",Safavi-Abbasi S,"Department of Neurosurgery, University of Oklahoma Health Science Center, Oklahoma City, Oklahoma;","Aged, 80 and over; Brain Neoplasms/*history/pathology/*surgery; Glioma/*history/pathology/*surgery; History, 19th Century; History, 20th Century; Humans; Male; Neurology/*history; Neurophysiology/history; Neurosurgery/history",,"Aged, 80 and over; Brain Neoplasms; Glioma; History, 19th Century; History, 20th Century; Humans; Male; Neurology; Neurophysiology; Neurosurgery",Biography; Historical Article; Journal Article; Portrait,10.3171/2014.1.focus13575,36,4,1092-0684 (Electronic); 1092-0684 (Linking),E4,PubMed,
6182481,[Posterior fossa meningioma with special reference to false localizing sign].,,1982,Neurologia medico-chirurgica,Neurol Med Chir (Tokyo),Nagahiro S; Matsukado Y; Uemura S,"Nagahiro, S; Matsukado, Y; Uemura, S",Nagahiro S,,"Adult; Cerebellopontine Angle; Cranial Fossa, Posterior; Female; Hemangiosarcoma/*diagnosis; Humans; Male; Meningeal Neoplasms/*diagnosis; Meningioma/*diagnosis; Middle Aged",,"Adult; Cerebellopontine Angle; Cranial Fossa, Posterior; Female; Hemangiosarcoma; Humans; Male; Meningeal Neoplasms; Meningioma; Middle Aged",English Abstract; Journal Article,10.2176/nmc.22.421,22,6,0470-8105 (Print); 0470-8105 (Linking),421-8,PubMed,
18207526,Case report: spontaneous intracranial hypotension in association with the presence of a false localizing C1-C2 cerebrospinal fluid leak.,"BACKGROUND: Spontaneous intracranial hypotension is an increasingly recognized cause of new-onset, daily, persistent headaches. Although these headaches are similar to post-lumbar puncture headaches, characteristic differences include intracranial pachymeningeal enhancement, subdural fluid collections, and downward displacement of the brain. The identification of upper cervical epidural fluid collections as a false localizing sign in patients with SIH has provided significant insight into the selection of management options. CASE DESCRIPTION: We review a case of a 57-year-old woman who presented to our institution with progressive orthostatic headaches relieved by recumbency. The patient had no recent history of lumbar puncture, spinal, or intracranial procedure. The patient isolated the onset of symptoms to 3 weeks prior, when she was lifting heavy items in her home, and was diagnosed with SIH. Subsequently, she was found to have a C1-C2 epidural fluid collection. After much diagnostic consideration and review of the literature, the collection was defined as a false localizing sign; and the patient eventually underwent a lumbar EBP with complete resolution of her symptoms. CONCLUSIONS: Upper cervical fluid collections in patients with SIH often represent a false localizing sign. Conservative management should be instituted; and if unsuccessful, a lumbar EBP should be performed. It is important to note that C1-C2 fluid accumulations may not provide the actual leak site in patients presenting with SIH. This understanding prevents therapy from being unintentionally directed at C1-C2.",2008,Surgical neurology,Surg Neurol,Morgan JT; Scumpia AJ; Johnson AA; Schneider SJ,"Morgan, Jonathan T; Scumpia, Alexander J; Johnson, Alan A; Schneider, Steven J",Morgan JT,"Department of Neurosurgery, North Shore-Long Island Jewish Medical Center, New Hyde Park, NY 11042, USA. jtmorgan76@hotmail.com","*Blood Patch, Epidural; Cervical Vertebrae; Female; Humans; Intracranial Hypotension/*diagnosis/*etiology/therapy; Lumbar Vertebrae; Middle Aged; Subdural Effusion/complications/*diagnosis/*therapy",,"Blood Patch, Epidural; Cervical Vertebrae; Female; Humans; Intracranial Hypotension; Lumbar Vertebrae; Middle Aged; Subdural Effusion",Case Reports; Journal Article,10.1016/j.surneu.2007.05.037,70,5,0090-3019 (Print); 0090-3019 (Linking),539-43; discussion 543-4,PubMed,
4543625,Multiple false localizing signs in intracranial tumor. Case report.,,1974,Journal of neurosurgery,J Neurosurg,Turnbull AR,"Turnbull, A R",Turnbull AR,,"Adult; Cerebellar Neoplasms/complications/*diagnosis/diagnostic imaging/surgery; Cerebral Ventriculography; Diagnosis, Differential; Facial Paralysis/complications; Female; Glossopharyngeal Nerve; Hemangiosarcoma/complications/*diagnosis/diagnostic imaging/surgery; Humans; Paralysis/complications/diagnosis; Trigeminal Nerve; Vagus Nerve; Vestibulocochlear Nerve",,"Adult; Cerebellar Neoplasms; Cerebral Ventriculography; Diagnosis, Differential; Facial Paralysis; Female; Glossopharyngeal Nerve; Hemangiosarcoma; Humans; Paralysis; Trigeminal Nerve; Vagus Nerve; Vestibulocochlear Nerve",Case Reports; Journal Article,10.3171/jns.1974.40.2.0264,40,2,0022-3085 (Print); 0022-3085 (Linking),264-6,PubMed,
38111373,"Malignant spinal cord compression: Atypical presentation, false localizing signs, time course, and implications for the emergency physician.",,2024,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,Acad Emerg Med,Georgiou A; Farmer A; Georgiou L; Walker B,"Georgiou, Anastasios; Farmer, Adam; Georgiou, Loukas; Walker, Brian",Georgiou A,"Department of Radiation Oncology, Carl Kirkland Cancer Center, West Tennessee Healthcare, Jackson, Tennessee, USA. | Department of Radiation Oncology, Carl Kirkland Cancer Center, West Tennessee Healthcare, Jackson, Tennessee, USA. | Kentucky College of Osteopathic Medicine, University of Pikeville, Pikeville, Kentucky, USA. | Department of Medical Oncology, Carl Kirkland Cancer Center, West Tennessee Healthcare, Jackson, Tennessee, USA.","Humans; *Spinal Cord Compression/etiology/diagnostic imaging; Male; Emergency Service, Hospital; Middle Aged; Female; Diagnosis, Differential; Magnetic Resonance Imaging",,"Humans; Spinal Cord Compression; Male; Emergency Service, Hospital; Middle Aged; Female; Diagnosis, Differential; Magnetic Resonance Imaging",Case Reports; Letter,10.1111/acem.14855,31,7,1553-2712 (Electronic); 1069-6563 (Linking),710-712,PubMed,
20619745,Ophthalmic segment aneurysmal subarachnoid hemorrhage presenting with contralateral abducens nerve palsy: a false localizing sign.,BACKGROUND: Neuro-ophthalmic manifestations of aneurysmal subarachnoid hemorrhage are commonly linked to a palsy of the cranial nerve in close proximity to the aneurysm or to chronic intracranial hypertension. CASE REPORT: A patient with subarachnoid hemorrhage secondary to a rupture of an intracranial right ophthalmic segment internal carotid artery aneurysm presented with an acute-onset contralateral abducens nerve palsy. There were no clinical or radiologic features of chronic intracranial hypertension. Magnetic resonance imaging showed a co-existent ectatic basilar artery on the left side of the pons in close relation to the sixth nerve. CONCLUSION: Abducens weakness in the above-50 age group is most commonly caused by a vascular etiology. The authors discuss the pathogenesis of this rare clinical entity and present pertinent literature review.,2010,"Optometry (St. Louis, Mo.)",Optometry,Furtado SV; Mohan D; Hegde AS,"Furtado, Sunil V; Mohan, Dilip; Hegde, Alangar S",Furtado SV,"Department of Neurosurgery, Sri Sathya Sai Institute of Higher Medical Sciences, EPIP Area, Whitefield, Bangalore, Karnataka State, India. sunilvf@gmail.com",Abducens Nerve Diseases/*etiology/pathology; Basilar Artery; Humans; Magnetic Resonance Imaging; Male; Middle Aged; Subarachnoid Hemorrhage/*complications/pathology,,Abducens Nerve Diseases; Basilar Artery; Humans; Magnetic Resonance Imaging; Male; Middle Aged; Subarachnoid Hemorrhage,Case Reports; Journal Article,10.1016/j.optm.2010.03.008,81,9,1558-1527 (Electronic); 1558-1527 (Linking),450-3,PubMed,
25449936,The diagnostic yield of neuroimaging in sixth nerve palsy--Sankara Nethralaya Abducens Palsy Study (SNAPS): Report 1.,"AIMS: The aim was to assess the etiology of sixth nerve palsy and on the basis of our data, to formulate a diagnostic algorithm for the management in sixth nerve palsy. DESIGN: Retrospective chart review. RESULTS: Of the 104 neurologically isolated cases, 9 cases were attributable to trauma, and 95 (86.36%) cases were classified as nontraumatic, neurologically isolated cases. Of the 95 nontraumatic, isolated cases of sixth nerve palsy, 52 cases were associated with vasculopathic risk factors, namely diabetes and hypertension and were classified as vasculopathic sixth nerve palsy (54.7%), and those with a history of sixth nerve palsy from birth (6 cases) were classified as congenital sixth nerve palsy (6.3%). Of the rest, neuroimaging alone yielded a cause in 18 of the 37 cases (48.64%). Of the other 19 cases where neuroimaging did not yield a cause, 6 cases were attributed to preceding history of infection (3 upper respiratory tract infection and 3 viral illnesses), 2 cases of sixth nerve palsy were found to be a false localizing sign in idiopathic intracranial hypertension and in 11 cases, the cause was undetermined. In these idiopathic cases of isolated sixth nerve palsy, neuroimaging yielded no positive findings. CONCLUSIONS: In the absence of risk factors, a suggestive history, or positive laboratory and clinical findings, neuroimaging can serve as a useful diagnostic tool in identifying the exact cause of sixth nerve palsy. Furthermore, we recommend an algorithm to assess the need for neuroimaging in sixth nerve palsy.",2014,Indian journal of ophthalmology,Indian J Ophthalmol,Nair AG; Ambika S; Noronha VO; Gandhi RA,"Nair, Akshay Gopinathan; Ambika, Selvakumar; Noronha, Veena Olma; Gandhi, Rashmin Anilkumar",Nair AG,"Department of Neuro-Ophthalmology, Sankara Nethralaya, A Unit of Medical Research Foundation, Nungambakkam, India.","Abducens Nerve Diseases/*diagnosis; Adolescent; Adult; Aged; Child; Child, Preschool; Diagnosis, Differential; Female; Follow-Up Studies; Humans; Infant; Magnetic Resonance Imaging; Male; Middle Aged; Neuroimaging/*methods; Reproducibility of Results; Retrospective Studies; Tomography, X-Ray Computed; Young Adult",,"Abducens Nerve Diseases; Adolescent; Adult; Aged; Child; Child, Preschool; Diagnosis, Differential; Female; Follow-Up Studies; Humans; Infant; Magnetic Resonance Imaging; Male; Middle Aged; Neuroimaging; Reproducibility of Results; Retrospective Studies; Tomography, X-Ray Computed; Young Adult",Journal Article,10.4103/0301-4738.146000,62,10,1998-3689 (Electronic); 0301-4738 (Print); 0301-4738 (Linking),1008-12,PubMed,
9674034,[Dorsal sensory level as a false localizing sign in cervical myelopathy].,"INTRODUCTION: Cervical myelopathy is a common disorder of the spinal cord. The most frequent symptoms are muscle weakness and spasticity starting in the legs. Occasionally the sensory levels are several spinal cord segments below the cervical lesion which makes diagnosis difficult. CLINICAL CASE: We present the case of a 31 year old man who presented (after exercise) with paresthesia and numbness below the left costal margin in the left hemiabdomen and the left leg. On physical examination there was painful superficial tactile thermic hypoaesthesia at the level of D10 on the left side, together with brisk myotatic reflexes of the legs and indifferent bilateral plantar reflexes. Blood and CSF studies were normal. On cervical MR there was a large hernia of the intervertebral disk at C5-C6 and marked involvement of the spinal cord. Progress after surgery was good. Two months after operation he was symptom free and neurological examination was normal. CONCLUSIONS: Diagnosis of cervical myelopathy may be difficult because of the varied symptoms. There may be a dorsal or lumbar sensory level acting as a false localizing sign. The physiopathological mechanism for this is not clear. Different hypotheses have been put forward based on anatomical distribution of the spino-thalamic tract and on indirect factors (vascular, demyelinization, etc.). In a patient with a dorsal sensory level and normal radiological findings at this level, it is important to study levels above this as well to avoid errors of diagnosis and treatment.",1998,Revista de neurologia,Rev Neurol,Pego-Reigosa R; Trobajo de las Matas JE; Brañas F; Martínez-Vázquez F; Cortés-Laíño JA,"Pego-Reigosa, R; Trobajo de las Matas, J E; Brañas, F; Martínez-Vázquez, F; Cortés-Laíño, J A",Pego-Reigosa R,"Sección de Neurología, Hospital Xeral-Calde, Lugo, España.",Adult; Cervical Vertebrae/*pathology/surgery; Humans; Intervertebral Disc Displacement/complications/*diagnosis/surgery; Magnetic Resonance Imaging; Male; Muscle Spasticity/complications/*diagnosis; Perceptual Disorders/*diagnosis/etiology,,Adult; Cervical Vertebrae; Humans; Intervertebral Disc Displacement; Magnetic Resonance Imaging; Male; Muscle Spasticity; Perceptual Disorders,Case Reports; English Abstract; Journal Article,,27,155,0210-0010 (Print); 0210-0010 (Linking),86-8,PubMed,
10367329,Ependymoma of the fourth ventricle presenting with hemifacial spasm. Report of a case.,"According to Gardner's hypothesis (1962) later confirmed by Jannetta (1982, 1985), hemifacial spasm can usually be related to a ""vascular conflict"" which takes place inside the cerebellopontine angle (CPA). Occasionally, the causative lesion can be identified as a mass encasing the facial nerve at its root exit zone (REZ) from the brain stem. The hemifacial spasm has been rarely reported in presence of a contralateral CPA mass (""false localising sign""). Hemifacial spasm in patients with masses in anatomical regions other than the CPA has to be considered exceptional. The case of an adult man harboring an ependymoma of the fourth ventricle whose only neurological sign was a left hemifacial spasm is reported. The rarity of such a condition prompted us to review the literature. Particular attention has been paid to the possible pathogenetic mechanisms and their therapeutic implications.",1999,Revue neurologique,Rev Neurol (Paris),Rapanà A; Guida F; Conti C; Rizzo G; Trincia G,"Rapanà, A; Guida, F; Conti, C; Rizzo, G; Trincia, G",Rapanà A,"Neurosurgical Division Umberto I Hospital, Mestre, Italy.",Brain Neoplasms/complications/*pathology/surgery; Cerebral Ventricles/*pathology/surgery; Ependymoma/complications/*pathology/surgery; Hemifacial Spasm/diagnosis/etiology; Humans; Magnetic Resonance Imaging; Male; Middle Aged,,Brain Neoplasms; Cerebral Ventricles; Ependymoma; Hemifacial Spasm; Humans; Magnetic Resonance Imaging; Male; Middle Aged,Case Reports; Journal Article; Review,,155,4,0035-3787 (Print); 0035-3787 (Linking),309-11,PubMed,
2636799,Contralateral trigeminal neuralgia as a false localizing sign in calcified chronic subdural hematoma: a case report.,"A case of trigeminal neuralgia caused by a contralateral calcified chronic subdural hematoma is reported. Preoperative magnetic resonance imaging revealed rotational displacement of the pons caused by huge chronic subdural hematoma. The neuralgia was completely alleviated after removal of the hematoma. The clinical and radiological features are described, and the possible mechanism of the neuralgia is briefly discussed.",1989,Surgical neurology,Surg Neurol,Kondoh T; Tamaki N; Takeda N; Shirataki K; Mastumoto S,"Kondoh, T; Tamaki, N; Takeda, N; Shirataki, K; Mastumoto, S",Kondoh T,"Department of Neurosurgery, Kobe University School of Medicine, Japan.","Calcinosis/*complications/diagnostic imaging/surgery; Chronic Disease; Hematoma, Subdural/*complications/diagnostic imaging/surgery; Humans; Male; Middle Aged; Radiography; Trigeminal Neuralgia/diagnostic imaging/*etiology/surgery",,"Calcinosis; Chronic Disease; Hematoma, Subdural; Humans; Male; Middle Aged; Radiography; Trigeminal Neuralgia",Case Reports; Journal Article,10.1016/0090-3019(89)90014-1,32,6,0090-3019 (Print); 0090-3019 (Linking),471-5,PubMed,
17297277,Ruptured anterior communicating artery aneurysm causing bilateral oculomotor nerve palsy: a case report.,"A rare case of bilateral third cranial nerve palsy due to a ruptured anterior communicating artery aneurysm is presented. A 68-yr-old woman was semicomatose with bilaterally fixed dilated pupil, abducted eyes, and ptosis. A computed tomography demonstrated extensive hemorrhage spreading around the both Sylvian and interhemisheric fissure without focal mass effect. Intracranial pressure via extraventricular drainage before surgery was 15-50 mmHg. Three months later, brain MRI showed infarction of left posterior cerebral artery territory and lacuna infarction of the pons. Eleven months after aneurysm repair, nerve palsy improved slowly and recovered partially. The patient communicated well with simple words. The author reviewed and discussed the possible mechanism of this rare neuro-ophthalmological manifestation in view of a false localizing sign.",2007,Journal of Korean medical science,J Korean Med Sci,Kang SD,"Kang, Sung Don",Kang SD,"Department of Neurosurgery, School of Medicine, Institute of Wonkwang Medical Science, Wonkwang University, Iksan, Korea. kangsd@wonkwang.ac.kr","Aged; Female; Humans; Intracranial Aneurysm/*complications/surgery; Magnetic Resonance Imaging; Oculomotor Nerve Diseases/*etiology; Rupture, Spontaneous",,"Aged; Female; Humans; Intracranial Aneurysm; Magnetic Resonance Imaging; Oculomotor Nerve Diseases; Rupture, Spontaneous","Case Reports; Journal Article; Research Support, Non-U.S. Gov't",10.3346/jkms.2007.22.1.173,22,1,1011-8934 (Print); 1598-6357 (Electronic); 1011-8934 (Linking),173-6,PubMed,
2770966,[Trigeminal nerve dysfunction as a false localizing sign: a case of the choroid plexus papilloma in the IVth ventricle].,"Trigeminal nerve dysfunction as a false localizing sign, although rate, is known to occur. A case of choroid plexus papilloma in the 4th ventricle with hemifacial numbness is presented. A 24-year-old woman had been suffering from intermittent facial numbness on the left side for 3 months prior to admission. She noted no other symptoms. Neurological examination disclosed marked papilledema, horizontal nystagmus on both lateral gazes and mild truncal ataxia. CT scans showed a calcified mass lesion in the 4th ventricle on the midline extending into the left lateral recess. It was enhanced homogeneously with contrast material. The pathogenesis of such a false localizing sign and its clinical implications were discussed from the anatomical point of view.",1989,No shinkei geka. Neurological surgery,No Shinkei Geka,Nishizawa S; Ninchoji T; Uemura K; Ryu H; Yokoyama T; Simoyama I; Sugiura Y; Takahashi H,"Nishizawa, S; Ninchoji, T; Uemura, K; Ryu, H; Yokoyama, T; Simoyama, I; Sugiura, Y; Takahashi, H",Nishizawa S,"Department of Neurosurgery, Hamamatu University, School of Medicine.","Adult; Cerebral Ventricle Neoplasms/diagnostic imaging/etiology/*physiopathology; *Choroid Plexus; Ependymoma/diagnostic imaging/etiology/*physiopathology; Facial Paralysis/physiopathology; Female; Humans; Tomography, X-Ray Computed; Trigeminal Nerve/*physiopathology",,"Adult; Cerebral Ventricle Neoplasms; Choroid Plexus; Ependymoma; Facial Paralysis; Female; Humans; Tomography, X-Ray Computed; Trigeminal Nerve",Case Reports; Journal Article,,17,3,0301-2603 (Print); 0301-2603 (Linking),273-7,PubMed,
13703848,False localizing signs. A review of the concept and analysis of the occurrence in 250 cases of intracranial meningioma.,,1961,Archives of neurology,Arch Neurol,GASSEL MM,"GASSEL, M M",GASSEL MM,,Brain Neoplasms/*diagnosis; Humans; *Meningeal Neoplasms; Meningioma/*diagnosis; *Neoplasms; *Physical Examination,*BRAIN NEOPLASMS/diagnosis; *MENINGIOMA/diagnosis,Brain Neoplasms; Humans; Meningeal Neoplasms; Meningioma; Neoplasms; Physical Examination; BRAIN NEOPLASMS; MENINGIOMA,Journal Article,10.1001/archneur.1961.00450110056007,4,,0003-9942 (Print); 0003-9942 (Linking),526-54,PubMed,
8837794,False localizing signs in upper cervical spinal cord compression.,"Proprioceptive loss, paresthesias, and atrophy of the hands can occur with disorders afflicting the upper cervical spinal cord. The diagnosis might be erroneous, because compression in this region might produce signs and symptoms that seem to originate in the lower cervical cord. This article reviews the clinical presentation and radiographic data of a consecutive series of 11 patients who presented between 1992 and 1994 with an extradural lesion above the C4 level. Each patient had a characteristic syndrome of finger and hand dysesthesia, hand atrophy, and occipital or cervical pain. These complaints usually preceded the development of spasticity and gait disturbance. Initial diagnoses included brachial plexopathy, shoulder dysfunction, viral syndrome, and cervical spondylosis at a lower segment. Cervical spondylosis or a herniated disc was the most common pathogenesis. The most commonly involved level was C3-C4. Nine patients underwent a surgical procedure; eight showed significant postoperative improvement (mean time of follow-up examination, 9.7 mo; follow-up range, 1-24 mo). One patient was lost to follow-up. Although the pathophysiology of these findings is unknown, theories include anterior spinal artery ischemia, venous obstruction, and differential decussation of the forelimb and hindlimb fibers of the corticospinal tract. Recognition of this syndrome might prevent inappropriate operative intervention in patients with coexisting pathological conditions of the lower cervical spinal cord.",1996,Neurosurgery,Neurosurgery,Sonstein WJ; LaSala PA; Michelsen WJ; Onesti ST,"Sonstein, W J; LaSala, P A; Michelsen, W J; Onesti, S T",Sonstein WJ,"Department of Neurological Surgery, Montefiore Medical Center of The Albert Einstein College of Medicine, Bronx, New York, USA.","Aged; *Cervical Vertebrae/pathology/surgery; Diagnosis, Differential; Female; Fingers/*innervation; Follow-Up Studies; Hand/*innervation; Humans; Laminectomy; Male; Middle Aged; Muscular Atrophy/*etiology; Neurologic Examination; Paresthesia/*etiology; Postoperative Complications/etiology; Spinal Cord Compression/*diagnosis/surgery; Spinal Diseases/*diagnosis/surgery",,"Aged; Cervical Vertebrae; Diagnosis, Differential; Female; Fingers; Follow-Up Studies; Hand; Humans; Laminectomy; Male; Middle Aged; Muscular Atrophy; Neurologic Examination; Paresthesia; Postoperative Complications; Spinal Cord Compression; Spinal Diseases",Case Reports; Journal Article,10.1097/00006123-199603000-00004,38,3,0148-396X (Print); 0148-396X (Linking),445-8; discussion 448-9,PubMed,
