"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","54/723","238/8848",0.226890756302521,2.77666585306322,8.28796933778199,2.19762043030396e-12,1.19037773308131e-11,3.73981020595587e-12,"5290/7124/1956/3569/6774/3553/6772/4790/5594/3576/3558/5295/3725/5970/6347/4792/5595/7099/1432/1437/7097/3627/1440/5599/5293/4312/5578/2353/5291/1636/4314/6850/5602/114548/2147/1147/718/834/6403/59272/5579/29110/716/185/629/720/713/717/714/2243/727/721/715/100293534",54
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","44/723","172/8848",0.255813953488372,3.13062497989643,8.41718637885709,3.54145547911714e-12,1.88684103395585e-11,5.92788924028236e-12,"5290/7124/207/3569/355/3458/356/3553/1019/5604/6772/841/4790/5594/5894/3576/581/836/5295/8795/3383/5970/1387/3552/3717/6347/4792/1021/5595/7099/3627/5293/5578/842/5291/114548/1147/6041/834/5340/5579/29110/5644/1965",44
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","28/723","79/8848",0.354430379746835,4.33748271092669,8.8881835097185,7.19285735910822e-12,3.77044942211318e-11,1.18456224759507e-11,"2950/2944/2952/1576/1545/1565/1543/1548/54658/1544/1571/1559/3290/6822/1555/2947/128/2938/54600/873/126/54659/2946/29785/373156/125/2939/653689",28
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","19/723","37/8848",0.513513513513513,6.28432581959553,9.60800734181855,7.42085835458287e-12,3.82822057974513e-11,1.20271221452722e-11,"7124/3569/355/3458/356/3586/3553/3383/5578/7412/6401/335/3827/3043/5579/3039/3040/8542/3250",19
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","26/723","69/8848",0.376811594202899,4.61138172269329,8.98319638484792,8.07770676445249e-12,4.10196046632353e-11,1.28871308577614e-11,"3725/1385/3065/5578/2353/23411/3066/4129/4128/5579/1386/6531/468/2903/2904/2902/776/775/801/116443/1812/815/2906/2891/116444/816",26
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","38/723","138/8848",0.27536231884058,3.36985587427586,8.36966119036323,9.85016303993397e-12,4.92508151996699e-11,1.54731306052404e-11,"5290/7124/207/3569/3586/3553/6714/5604/4790/5594/3576/3558/5295/3725/5970/6347/4792/2335/2932/5747/5595/7099/1432/5599/5293/5879/2353/5291/5602/114548/6416/1147/2185/834/3932/29110/5585/6197",38
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","35/723","120/8848",0.291666666666667,3.56938681420009,8.45314313292379,1.09404851699989e-11,5.38736012159035e-11,1.69254714751179e-11,"7157/5290/207/596/356/5604/4790/5594/5894/5781/7161/581/5295/3725/5970/4792/627/2932/5595/4915/1432/5599/5580/5293/5879/5291/4803/5602/4217/5663/468/6197/801/815/816",35
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","27/723","75/8848",0.36,4.40564315352697,8.83509420765934,1.12204448849414e-11,5.44275311582978e-11,1.70994996675462e-11,"7157/5728/11200/1029/4193/595/355/1026/596/1019/841/7161/581/836/8795/1021/598/1017/894/898/3486/5054/842/7057/983/891/10572",27
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","34/723","115/8848",0.295652173913043,3.61816104395935,8.42983403091955,1.42534932886706e-11,6.81233135120284e-11,2.14023041641029e-11,"5604/5594/5894/836/5743/5595/5578/351/1565/5742/4129/4128/5579/6532/240/2561/239/3350/247/1559/1557/773/246/779/776/3710/1558/775/3359/774/3352/3751/3362/2560",34
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","26/723","71/8848",0.366197183098592,4.4814836459977,8.78569175634074,1.73105064333175e-11,8.15349940699738e-11,2.56158523879756e-11,"5743/2950/2944/2952/1576/1545/1543/1548/54658/1544/1571/1559/3290/1557/6822/2947/1558/2938/54600/873/1646/54659/2946/373156/2939/653689",26
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","35/723","122/8848",0.286885245901639,3.51087227626239,8.33014210071551,1.84250558838193e-11,8.43400445386097e-11,2.64971152072717e-11,"7157/5728/5290/7124/207/596/5604/4790/5594/5894/581/5295/5970/5595/1432/4363/5599/5293/5578/5879/5291/5602/1509/4846/3827/4217/5579/8877/5590/5581/5338/140/624/5337/134",35
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","35/723","122/8848",0.286885245901639,3.51087227626239,8.33014210071551,1.84250558838193e-11,8.43400445386097e-11,2.64971152072717e-11,"5290/207/6774/2475/5604/6772/5594/5894/5295/1387/3717/2932/5747/5595/1432/1385/5599/3486/5293/5578/2353/5291/6777/5602/6416/6776/5579/1386/468/3726/779/776/3710/775/3483",35
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","72/723","391/8848",0.184143222506394,2.25352590973247,7.56256300556393,2.25002085810952e-11,1.01563441511888e-10,3.19081905316701e-11,"5290/7124/207/1499/3569/355/2475/3553/5604/841/4790/5594/5894/836/5295/5743/3630/5970/3552/3643/2932/5595/8313/4843/348/5599/5293/842/2597/8312/5291/5602/351/1649/7494/1147/6622/840/50507/4217/5663/468/2903/1965/9377/1457/2904/23621/779/3416/2902/776/3710/775/801/1139/5693/1131/487/4891/1327/2906/90550/7384/1340/1329/1345/1346/89832/1351/1350/1349",72
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","39/723","148/8848",0.263513513513513,3.22485140742402,8.14193666289502,2.31115847317188e-11,1.02894041613817e-10,3.23262252195635e-11,"7157/5728/5290/207/672/1499/1956/2064/5925/595/2099/4609/1026/2260/2475/1019/5604/5594/5894/2100/3480/1950/581/5295/3725/2247/1021/2932/5595/8313/5293/1869/6198/2353/8312/5291/6667/51176/1870",39
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","33/723","111/8848",0.297297297297297,3.63829389555531,8.34370559211665,2.41787888489514e-11,1.06190626701476e-10,3.33619134900183e-11,"7124/207/3458/6774/596/7040/3586/6772/841/4790/5594/836/5294/5970/3717/4792/598/959/5595/7099/1432/4843/7097/5599/842/330/331/5602/329/3949/1147/240/23643",33
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","36/723","130/8848",0.276923076923077,3.38895627194382,8.1851552585421,2.9224082125488e-11,1.26637689210448e-10,3.97857679462784e-11,"5290/207/1956/7040/7422/6714/5604/4790/5594/5894/4318/4313/5295/3725/5970/4792/5595/1432/1385/4843/1277/5599/5293/1906/4312/5578/2353/5291/5602/4322/6416/4846/59/1386/5590/468",36
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","26/723","73/8848",0.356164383561644,4.35870327213475,8.59537803675599,3.59290370000677e-11,1.53643908223974e-10,4.82703128671269e-11,"2950/2944/2952/1576/1565/4129/4128/1548/54658/1544/1571/1559/1557/1555/2947/1558/128/2938/54600/126/54659/2946/373156/125/2939/653689",26
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","25/723","69/8848",0.36231884057971,4.43402088720508,8.54201698634806,5.58253983220032e-11,2.35626681229234e-10,7.40268439813303e-11,"5290/7124/207/5604/5594/5894/3565/5295/5595/1432/1437/695/5599/5293/5578/5879/4067/5291/6850/3567/5602/3562/6416/240/241",25
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","32/723","109/8848",0.293577981651376,3.59277729135737,8.12462025260443,7.02954410248264e-11,2.92897670936777e-10,9.20196731364124e-11,"5290/7124/207/3569/3553/5604/6772/841/4790/5594/3576/5295/3725/5970/4792/5595/7099/1432/6696/7097/3627/5599/5293/5879/2353/5291/5602/942/6416/1147/29110/23643",32
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","37/723","142/8848",0.26056338028169,3.18874797888298,7.8430697319684,1.08405133442572e-10,4.45970485681469e-10,1.40110565542032e-10,"5290/7124/207/3458/7040/5468/3553/5604/6772/4790/5594/5295/3725/5970/3552/4792/5595/1432/1385/695/5599/5293/5879/2353/5291/6850/5602/1147/3690/3932/3727/8061/653361/2355/3726/3710/487",37
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","22/723","56/8848",0.392857142857143,4.80774550484094,8.52655436309915,1.27962341801573e-10,5.14360747949417e-10,1.6159673700759e-10,"7124/3569/3553/841/4790/3576/836/5970/4792/7099/7097/842/2919/718/834/840/3329/1915/3297/2920/1378/1917",22
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","56/723","278/8848",0.201438848920863,2.46518801556265,7.40424570628083,1.28194524873547e-10,5.14360747949417e-10,1.6159673700759e-10,"5290/7124/3569/3553/5594/581/836/5295/3552/2932/5595/1432/857/1385/5599/5580/5293/842/5879/5291/3309/5602/6647/1958/1649/1386/468/2903/1965/9377/1457/2904/653361/713/779/2902/714/776/3710/775/5693/116443/1327/727/2906/774/90550/7384/1340/116444/1329/1345/1346/1351/1350/1349",56
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","81/723","483/8848",0.167701863354037,2.05231823922064,7.09484918361193,1.58504184349044e-10,6.28217803822432e-10,1.97367212860813e-10,"7124/1499/3569/355/596/2475/356/3553/5604/841/4790/5594/5894/581/836/5743/5970/3552/627/598/2932/5595/8313/1432/4843/5599/5578/842/5879/8312/3309/5602/351/6647/1649/7494/847/6622/840/11315/50507/4217/5663/5579/29110/6531/468/2903/1965/9377/1457/2904/4747/779/1742/2902/776/3710/775/801/1139/5693/1131/487/1327/815/2906/774/10280/90550/2891/7384/1340/816/1329/1345/1346/89832/1351/1350/1349",81
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","36/723","138/8848",0.260869565217391,3.19249503878766,7.74327284430839,1.87686366444623e-10,7.34916495114489e-10,2.30888745023823e-10,"5290/207/2475/5604/5594/5894/5295/3630/3643/2932/5595/5599/5293/6198/5291/2194/5602/10891/6720/1977/2645/6517/5562/5590/5563/3099/5770/2002/5837/5577/5792/5836/5564/8569/801/2872",36
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","44/723","193/8848",0.227979274611399,2.78998702871599,7.4998137745082,2.18791790860036e-10,8.46515857494188e-10,2.65949921220846e-10,"7157/4193/4233/3569/4609/1026/5468/4790/3576/3480/4318/581/4149/5970/5914/598/5747/1437/894/3486/6935/3065/6256/2078/330/5328/2322/4353/5327/6667/4314/860/3562/942/329/1991/1649/3066/3728/6257/1051/6258/1025/7704",44
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","59/723","312/8848",0.189102564102564,2.31421782459127,7.04973714758957,5.55937606046106e-10,2.12564378782334e-09,6.67813594878913e-10,"7157/5728/5290/672/1029/1956/4193/2064/4233/595/4609/1026/406991/6774/596/2475/7422/5604/4790/5594/5894/2065/4318/836/7431/5295/5743/1387/11186/1021/5595/5243/4363/894/898/406986/6935/5293/3065/5578/4170/1869/7057/5328/23411/5291/10018/9759/3066/1545/3162/3690/5292/5579/5581/1870/659/10014/6541",59
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","23/723","65/8848",0.353846153846154,4.33033301415044,8.0385622088428,5.71695779047359e-10,2.15902926419694e-09,6.78302311342845e-10,"7124/3569/3458/6774/7040/3586/3553/6772/4790/3558/3565/3725/50943/5970/3552/3605/7099/7097/4088/3567/6775/6095/6097",23
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","28/723","93/8848",0.301075268817204,3.68452832433558,7.76313014705336,5.77955526108105e-10,2.15902926419694e-09,6.78302311342845e-10,"1956/6714/5604/5594/5894/4313/3725/5595/1432/5599/5580/5578/5602/1958/6416/2185/5579/468/2002/779/5338/776/3710/775/801/5337/815/816",28
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","25/723","76/8848",0.328947368421053,4.02562422654146,7.90183489483207,6.06411552631234e-10,2.23958812051308e-09,7.03611490493178e-10,"5468/9370/4312/6256/948/5465/335/7350/5467/6257/6258/2167/1374/6319/10062/345/2169/2171/2170/336/2182/9415/1375/2710/2172",25
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","22/723","60/8848",0.366666666666667,4.48722913785154,8.08474941025649,6.16762353128236e-10,2.25222207603007e-09,7.07580700809448e-10,"5290/207/7422/6714/5604/5594/5894/3791/5295/5743/5747/5595/1432/5293/5578/842/5879/5291/3315/4846/5579/8877",22
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","41/723","180/8848",0.227777777777778,2.7875211310896,7.22742282903702,9.42507229709439e-10,3.40349832950631e-09,1.06927720797445e-09,"7124/207/3569/3458/596/7040/3586/3553/6714/6772/841/4790/5594/5894/581/836/5970/1387/3552/3717/5595/7099/1432/1385/4843/7097/5599/7421/842/6850/5602/1509/718/1594/3329/8877/1051/1378/801/815/816",41
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","35/723","139/8848",0.251798561151079,3.08148501945332,7.378227156607,9.55864371083918e-10,3.41380132529971e-09,1.07251410057999e-09,"5290/207/1956/2099/596/6714/5604/5594/5894/2100/4318/4313/5295/3725/5914/3320/5595/1385/5580/5293/2353/5291/6667/1509/4846/3861/2852/1386/3858/468/4988/3868/3710/801/3857",35
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","32/723","122/8848",0.262295081967213,3.20994036686847,7.33176174039605,1.67892458163067e-09,5.93098357641268e-09,1.86333735032236e-09,"5290/7124/207/3458/3586/1019/5604/4790/5594/5894/5781/3558/3565/5295/3725/5970/4792/959/2932/5595/5788/1432/1437/5599/5293/2353/5291/3567/5602/1147/3932/5777",32
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","42/723","192/8848",0.21875,2.67704011065007,7.00794876267854,2.17851240510556e-09,7.61308098558395e-09,2.39180196146281e-09,"5290/207/2475/6714/5604/4790/5594/5894/5295/5970/5595/7099/1432/7097/5293/3065/5578/5879/9734/5291/4353/3146/6850/1991/9759/3066/8841/3690/718/834/10013/6403/5579/653361/1378/10014/51564/2243/83933/55869/727/79885",42
"Human Diseases","Substance dependence","hsa05030","Cocaine addiction","19/723","49/8848",0.387755102040816,4.74530725153132,7.841954354367,3.08426479471136e-09,1.06636814710765e-08,3.3502092394961e-09,"4790/3725/5970/627/1385/4129/4128/1386/6531/468/2903/2904/1742/2902/116443/1812/2906/2891/116444",19
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","22/723","65/8848",0.338461538461538,4.14205766570912,7.5841142318968,3.5692712734218e-09,1.22106648827588e-08,3.83622508057523e-09,"5290/207/5604/5594/5894/2100/5295/5595/6696/5293/5578/5291/2852/5579/8912/779/776/3710/775/3783/7224/8911",22
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","43/723","203/8848",0.211822660098522,2.59226403395812,6.8459872029419,3.96961507325555e-09,1.34388010292506e-08,4.22206866344067e-09,"5728/5290/207/1499/1956/2064/4233/595/596/7422/6714/5604/5594/5894/3480/3791/1950/5295/3725/3082/2335/2932/5747/5595/6696/857/894/1277/5599/5293/5578/7057/330/331/5879/5291/5602/329/3685/3690/7448/5579/2002",43
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","34/723","140/8848",0.242857142857143,2.97206085753804,7.01585489521637,4.58443936007482e-09,1.53602349693228e-08,4.82572564218402e-09,"207/999/595/2475/5604/5594/5894/5294/5595/6696/4843/4088/5054/6198/5327/1958/4846/9759/10891/7350/59/8877/5562/5581/5563/185/7019/5564/4899/10014/3710/801/6546/6543",34
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","38/723","168/8848",0.226190476190476,2.7680958967266,6.90169991029167,4.82963159083220e-09,1.59133477693561e-08,4.99949711296369e-09,"5290/207/1956/595/3569/4609/3458/1026/6774/596/2475/3586/6772/5894/5781/3558/1950/3565/5295/1387/3717/598/2670/1437/1440/894/5293/4170/5291/6777/3567/3562/3718/6776/5292/6775/5777/5771",38
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","36/723","154/8848",0.233766233766234,2.86080724254998,6.9487615301658,4.84745055128078e-09,1.59133477693561e-08,4.99949711296369e-09,"1956/595/1026/6714/5604/5594/5894/5743/5294/3725/5595/5578/2353/4846/5579/5562/952/5563/2002/5021/5564/779/776/3710/775/801/4881/815/55799/9254/783/785/816/784/782/93589",36
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","36/723","155/8848",0.232258064516129,2.8423504216303,6.90253670632059,5.83327861086608e-09,1.89581554853148e-08,5.956084476358e-09,"1029/1499/1956/5925/595/1026/1019/5604/5594/1021/2932/5595/8313/1385/1017/898/1869/8312/6667/1392/3949/51176/196/1386/1870/183/468/185/8912/779/776/3710/775/815/816/8911",36
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","44/723","213/8848",0.206572769953052,2.52801641569101,6.7335195932905,5.90360046206886e-09,1.89967341601226e-08,5.96820474018426e-09,"5290/7124/207/355/596/2475/356/5604/841/4790/5594/5894/7852/581/836/5295/3725/5970/4792/598/5747/5595/7099/1432/7097/5599/5293/5578/842/5879/6198/2353/5291/5602/983/891/1147/2185/5579/29110/2923/6892/3710/801",44
"Human Diseases","Substance dependence","hsa05033","Nicotine addiction","17/723","41/8848",0.414634146341463,5.07425024457713,7.79975763576887,6.27050477242493e-09,1.99795495199814e-08,6.2769758815812e-09,"2903/2561/2904/773/2902/2563/1139/2556/116443/2906/774/2891/116444/2558/89832/55879/2560",17
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","26/723","90/8848",0.288888888888889,3.53539265406485,7.21139840391963,6.3524154608423e-09,2.00440293667354e-08,6.29723351764643e-09,"7157/5290/207/5468/2475/4790/3480/581/5295/3630/5970/3643/1385/9370/5293/6198/23411/5291/10891/847/1977/5562/1386/468/5563/5564",26
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","31/723","122/8848",0.254098360655738,3.10962973040383,6.99896828695623,6.94607646049413e-09,2.17064889390442e-08,6.81952850878472e-09,"5290/207/595/5468/2475/3480/5295/3630/3643/1385/9370/5293/6198/23411/5291/1080/948/2194/3172/10891/3156/1994/6720/6517/5562/5563/1374/6319/5564/1375/200186",31
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","59/723","333/8848",0.177177177177177,2.1682761599774,6.48232472223996,7.34998746698366e-09,2.27499612073304e-08,7.14735623355805e-09,"7157/5728/5290/7124/207/1499/1956/7015/4193/5925/595/355/1026/2475/356/7422/1019/5604/6772/841/4790/5594/5894/1950/581/836/5295/5743/5315/5970/1387/1021/2335/2932/5747/5595/8313/6696/1385/1017/894/898/1277/5293/3659/3065/1869/7057/6198/8312/5291/3066/3685/1147/3690/7448/5663/29110/5590",59
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","28/723","103/8848",0.271844660194175,3.32680712779814,7.08524004291487,7.46011299870426e-09,2.28729879677253e-08,7.18600755585217e-09,"5290/7124/3569/3458/7040/3586/3553/4790/3576/836/5295/5970/2335/5747/7099/1437/4843/7097/1277/5293/5578/5291/3315/2919/5052/5579/383/2920",28
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","47/723","238/8848",0.197478991596639,2.41672768692539,6.60889362452708,8.13335981048831e-09,2.47041302655019e-08,7.76129760567994e-09,"5290/207/1956/4233/2260/356/7422/5604/4790/5594/5894/5781/3480/3791/1950/5295/3630/3082/5970/11186/2247/627/598/3643/5595/4915/5599/5293/5578/5879/2322/5291/4803/5602/1147/6789/5320/5579/29110/2903/2002/2904/5338/2902/801/5337/5319",47
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","16/723","37/8848",0.432432432432432,5.29206384808045,7.8038679619243,8.4488947141319e-09,2.5424914649008e-08,7.98774646462763e-09,"7157/5979/999/1499/595/4609/1026/5468/5604/5594/581/5595/6256/51176/6257/6258",16
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","28/723","105/8848",0.266666666666667,3.26343937298294,6.95967170639515,1.18851551237526e-08,3.54373891304551e-08,1.11333659778272e-08,"7124/596/3553/4790/3576/5743/3383/5970/4792/598/959/7099/695/142/330/331/7412/4067/5328/6850/329/1147/2919/3932/5579/1457/2920/23643",28
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","35/723","159/8848",0.220125786163522,2.69387684090573,6.42911169979617,4.11166218932096e-08,1.21480928320847e-07,3.81656681688166e-08,"7124/355/3458/6774/596/356/3553/6772/841/581/8795/3552/3717/3320/7099/142/5599/330/331/3146/6777/5602/3718/114548/329/6776/834/6775/5837/2495/5836/2512/246/815/816",35
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","39/723","189/8848",0.206349206349206,2.52528046718918,6.32269479623176,4.53328389733496e-08,1.3273128528233e-07,4.17001932708859e-08,"7124/3569/596/3553/6772/841/4790/5594/3576/3725/5970/6347/4792/598/3320/5595/7099/1432/5599/1508/5580/330/331/5602/114548/329/1147/2919/6041/834/7295/29110/10628/5585/2920/118429/3710/79184/90550",39
"Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","20/723","62/8848",0.32258064516129,3.94770891893098,6.94768817422565,4.66136368349233e-08,1.35262785458483e-07,4.24955147837177e-08,"1588/1312/1576/1545/1543/6716/54658/1544/1571/8644/412/6783/3290/3292/6715/54600/1646/54659/6820/6718",20
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","26/723","99/8848",0.262626262626263,3.21399332187714,6.6080021111495,5.56539502341323e-08,1.60066671027372e-07,5.02881525171013e-08,"5290/207/1956/2475/3091/5604/5594/5894/1950/5295/3725/5595/5599/5293/5578/5879/6198/2353/5291/6667/5602/5579/5338/5130/5337/6582",26
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","34/723","154/8848",0.220779220779221,2.70187350685276,6.35525963313697,5.95247310347394e-08,1.69697698125354e-07,5.33139326903945e-08,"207/596/5594/5294/5595/1432/1385/5578/1386/183/476/468/185/779/776/186/775/801/6331/487/147/815/55799/9254/6330/783/785/6324/816/6546/6543/784/782/93589",34
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","24/723","87/8848",0.275862068965517,3.37597176515477,6.64323382848496,6.51293176680505e-08,1.84061115148838e-07,5.78264879981776e-08,"476/9377/779/776/775/487/1327/55799/9254/783/7384/1340/785/1329/1345/6546/6543/784/1346/1351/782/93589/1350/1349",24
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","21/723","70/8848",0.3,3.67136929460581,6.69330536423641,8.92219309849301e-08,2.49975237673295e-07,7.85347305402742e-08,"5290/207/4233/1026/7040/3091/7422/5604/5594/5894/5781/5295/3725/3082/1387/5595/6513/5293/5879/5291/54583",21
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","28/723","115/8848",0.243478260869565,2.97966203620182,6.37402440961255,1.0047639006152e-07,2.76735820084695e-07,8.6942103799888e-08,"5290/207/596/5604/5594/5295/5294/3717/5595/1385/5293/5578/2353/5291/43/5579/468/773/779/776/3710/775/1139/1131/815/774/816/89832",28
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","28/723","115/8848",0.243478260869565,2.97966203620182,6.37402440961255,1.0047639006152e-07,2.76735820084695e-07,8.6942103799888e-08,"1956/1026/2260/596/5604/5594/5894/5595/1385/7421/6256/5578/2353/6667/860/4322/1958/6257/1594/5579/4929/1386/3727/468/6258/5338/3710/5337",28
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","40/723","203/8848",0.197044334975369,2.41140840368198,6.06839296979661,1.14961532678553e-07,3.13970572441427e-07,9.86401474552823e-08,"7124/3569/355/356/3553/6714/841/4790/5594/3576/5781/581/836/8795/3725/5970/4792/5595/7099/1432/5599/842/5879/2597/2353/5602/4627/114548/9076/2147/7082/1147/834/840/5777/1364/100506658/2149/9075/7122",40
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","21/723","71/8848",0.295774647887324,3.61965986792122,6.610837920342,1.17122258593651e-07,3.1720611702447e-07,9.96566586279308e-08,"1956/4233/6714/4790/3576/5781/836/3725/5970/4792/1432/5599/5879/4067/5602/6416/7082/1147/2919/3577/2920",21
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","60/723","368/8848",0.16304347826087,1.99530939924229,5.81754251777248,1.25969923187912e-07,3.3834896724026e-07,1.06299108736211e-07,"7068/1906/1392/2147/718/5340/885/1909/2740/3827/5737/2641/5644/183/3375/2149/2903/135/2561/185/2859/5021/7442/2904/4988/3350/1815/2902/554/140/2563/624/186/1139/2556/1131/134/5729/116443/4828/147/1812/727/2906/2898/56923/2891/152/3352/623/3362/4986/116444/2558/4987/5025/151/89832/55879/2560",60
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","26/723","107/8848",0.242990654205607,2.97369475575548,6.1269846649412,3.00001457920021e-07,7.99184211672186e-07,2.51079736136687e-07,"207/5315/1387/6513/1385/23411/5465/10891/3939/2641/2645/6514/5562/1386/468/5563/5837/1374/5836/5564/3710/801/815/1375/200186/816",26
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","45/723","251/8848",0.179282868525896,2.19404539518275,5.72452838204278,3.34875457178363e-07,8.84833525064781e-07,2.77988184392822e-07,"5290/7124/207/1499/3569/4609/596/3553/5604/841/4790/5594/5894/3576/581/836/5294/8795/3725/5970/4792/3320/5595/7099/5788/1432/7097/5599/5293/330/5879/2597/2353/5291/5602/114548/329/6416/51176/1147/834/840/7295/5585/23643",45
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","13/723","32/8848",0.40625,4.9716459197787,6.71375052255586,5.24045136266591e-07,1.37350539747292e-06,4.31514246331574e-07,"596/841/581/836/598/5599/842/330/331/5602/10018/329/840",13
"Organismal Systems","Digestive system","hsa04976","Bile secretion","23/723","90/8848",0.255555555555556,3.12746273244199,6.05112637229334,5.5364649035327e-07,1.4394808749185e-06,4.52241764751724e-07,"6513/5243/6256/1080/3949/1576/9429/9971/3156/10257/476/54658/10599/8647/1244/760/6822/8714/28234/54600/54659/64241/64240",23
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","29/723","132/8848",0.21969696969697,2.68862902887799,5.83066491045843,6.26342421179147e-07,1.61556576891447e-06,5.07562363027379e-07,"207/2932/1432/1385/5599/5578/2353/5602/1312/4129/4128/5579/1386/6531/468/2903/2904/773/1815/776/3710/775/801/1812/815/6323/774/2891/816",29
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","37/723","193/8848",0.191709844559585,2.34612545596572,5.64009128273391,7.0337499534658e-07,1.79997538179243e-06,5.65498338571225e-07,"5290/207/6774/6714/5604/6772/4790/5594/5894/3576/7852/5295/5294/5970/3717/6347/4792/2932/5747/5595/3627/5580/5293/5879/4067/5291/6777/3718/1147/2919/2185/5579/5590/1233/3577/653361/2920",37
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","24/723","99/8848",0.242424242424242,2.96676306634813,5.87010555367904,8.95536561277359e-07,2.25619676290808e-06,7.08829428346829e-07,"5290/3553/6714/5295/1432/5599/5580/5293/5578/5291/4803/5602/3827/5579/5581/239/7442/3710/624/801/815/162514/623/816",24
