"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0010714","positive regulation of collagen metabolic process","3/74","27/18888",0.111111111111111,28.3603603603604,8.92232662869285,0.000157812907897898,0.00197766517263269,0.00116202161707618,"7040/2147/3066",3
"BP","GO:0036296","response to increased oxygen levels","3/74","27/18888",0.111111111111111,28.3603603603604,8.92232662869285,0.000157812907897898,0.00197766517263269,0.00116202161707618,"3066/1543/5423",3
"BP","GO:0060384","innervation","3/74","27/18888",0.111111111111111,28.3603603603604,8.92232662869285,0.000157812907897898,0.00197766517263269,0.00116202161707618,"1906/2561/2558",3
"BP","GO:1902894","negative regulation of miRNA transcription","3/74","27/18888",0.111111111111111,28.3603603603604,8.92232662869285,0.000157812907897898,0.00197766517263269,0.00116202161707618,"2099/7040/5465",3
"BP","GO:1904862","inhibitory synapse assembly","3/74","27/18888",0.111111111111111,28.3603603603604,8.92232662869285,0.000157812907897898,0.00197766517263269,0.00116202161707618,"2561/2556/2558",3
"BP","GO:0150063","visual system development","8/74","397/18888",0.0201511335012594,5.14344066988903,5.23278581454918,0.000159406678058191,0.00198794056277424,0.00116805915347699,"7068/596/581/3065/3066/1543/779/775",8
"BP","GO:0043627","response to estrogen","4/74","70/18888",0.0571428571428571,14.5853281853282,7.14149608367564,0.00016366638972137,0.00203120268209758,0.0011934787839331,"2099/367/2100/1594",4
"BP","GO:0008016","regulation of heart contraction","6/74","208/18888",0.0288461538461538,7.36278586278586,5.78691787574353,0.000164869103849393,0.00203629196052447,0.0011964691038463,"7068/1906/8912/776/775/783",6
"BP","GO:0014902","myotube differentiation","5/74","133/18888",0.037593984962406,9.59561064824223,6.23879623843157,0.000175203920065587,0.00210026976859006,0.00123406070277525,"596/9734/9759/8912/779",5
"BP","GO:0001964","startle response","3/74","28/18888",0.107142857142857,27.3474903474903,8.74992248654676,0.00017625384379013,0.00210026976859006,0.00123406070277525,"2903/116443/2906",3
"BP","GO:0030194","positive regulation of blood coagulation","3/74","28/18888",0.107142857142857,27.3474903474903,8.74992248654676,0.00017625384379013,0.00210026976859006,0.00123406070277525,"5054/2152/2147",3
"BP","GO:0045606","positive regulation of epidermal cell differentiation","3/74","28/18888",0.107142857142857,27.3474903474903,8.74992248654676,0.00017625384379013,0.00210026976859006,0.00123406070277525,"7421/1594/6820",3
"BP","GO:0086010","membrane depolarization during action potential","3/74","28/18888",0.107142857142857,27.3474903474903,8.74992248654676,0.00017625384379013,0.00210026976859006,0.00123406070277525,"776/775/783",3
"BP","GO:1900048","positive regulation of hemostasis","3/74","28/18888",0.107142857142857,27.3474903474903,8.74992248654676,0.00017625384379013,0.00210026976859006,0.00123406070277525,"5054/2152/2147",3
"BP","GO:2000629","negative regulation of miRNA metabolic process","3/74","28/18888",0.107142857142857,27.3474903474903,8.74992248654676,0.00017625384379013,0.00210026976859006,0.00123406070277525,"2099/7040/5465",3
"BP","GO:0048880","sensory system development","8/74","403/18888",0.0198511166253102,5.06686338944403,5.17558159749815,0.000176589439476626,0.00210026976859006,0.00123406070277525,"7068/596/581/3065/3066/1543/779/775",8
"BP","GO:0051384","response to glucocorticoid","5/74","134/18888",0.0373134328358209,9.52400161355385,6.21020228631985,0.000181443880832621,0.00214806142792167,0.00126214176625747,"596/836/1906/842/10013",5
"BP","GO:0051341","regulation of oxidoreductase activity","4/74","72/18888",0.0555555555555556,14.1801801801802,7.02717426361394,0.000182558193966713,0.00215133945091966,0.00126406784233832,"7421/1906/10013/1594",4
"BP","GO:0034764","positive regulation of transmembrane transport","6/74","213/18888",0.028169014084507,7.18995051389418,5.69775083819118,0.000187544309612523,0.00219360108957553,0.00128889961789404,"581/1906/2147/2902/783/784",6
"BP","GO:0045814","negative regulation of gene expression, epigenetic","5/74","135/18888",0.037037037037037,9.45345345345345,6.18190680078854,0.000187852175829745,0.00219360108957553,0.00128889961789404,"3065/9734/9759/3066/10013",5
"BP","GO:0030858","positive regulation of epithelial cell differentiation","4/74","73/18888",0.0547945205479452,13.9859311366161,6.97170808683117,0.00019257176792419,0.00223853788143549,0.00131530323983467,"5054/7421/1594/6820",4
"BP","GO:0070555","response to interleukin-1","5/74","138/18888",0.036231884057971,9.24794359576968,6.09875756289698,0.00020811759321912,0.00240835178819784,0.00141508121705177,"1906/5578/9759/952/6095",5
"BP","GO:1901019","regulation of calcium ion transmembrane transporter activity","4/74","75/18888",0.0533333333333333,13.612972972973,6.86397746876767,0.00021377877496409,0.00244657324597905,0.00143753909353791,"783/785/784/782",4
"BP","GO:1902893","regulation of miRNA transcription","4/74","75/18888",0.0533333333333333,13.612972972973,6.86397746876767,0.00021377877496409,0.00244657324597905,0.00143753909353791,"2099/7040/367/5465",4
"BP","GO:0062197","cellular response to chemical stress","7/74","311/18888",0.022508038585209,5.74502476753281,5.29160804182008,0.000214757605684992,0.00244657324597905,0.00143753909353791,"836/1906/1612/1728/3066/10013/5563",7
"BP","GO:0001101","response to acid chemical","5/74","139/18888",0.0359712230215827,9.18141162745479,6.07160303566064,0.000215229876835837,0.00244657324597905,0.00143753909353791,"836/1906/1728/2902/2906",5
"BP","GO:0060603","mammary gland duct morphogenesis","3/74","30/18888",0.1,25.5243243243243,8.43075837646085,0.000217208788810539,0.00244740955462402,0.00143803048547698,"2099/367/7421",3
"BP","GO:0071295","cellular response to vitamin","3/74","30/18888",0.1,25.5243243243243,8.43075837646085,0.000217208788810539,0.00244740955462402,0.00143803048547698,"7421/6256/1594",3
"BP","GO:0002260","lymphocyte homeostasis","4/74","76/18888",0.0526315789473684,13.4338549075391,6.81164312706171,0.00022499016535887,0.00251304232524755,0.00147659449484952,"596/581/836/3575",4
"BP","GO:0061614","miRNA transcription","4/74","76/18888",0.0526315789473684,13.4338549075391,6.81164312706171,0.00022499016535887,0.00251304232524755,0.00147659449484952,"2099/7040/367/5465",4
"BP","GO:0050921","positive regulation of chemotaxis","5/74","142/18888",0.0352112676056338,8.98743814236772,5.99175647500315,0.000237682112529523,0.00264331319085863,0.00155313806957091,"7040/5747/5054/1906/2152",5
"BP","GO:0045745","positive regulation of G protein-coupled receptor signaling pathway","3/74","31/18888",0.0967741935483871,24.7009590235397,8.28261064104019,0.000239805788078763,0.00265543564471699,0.00156026088976836,"1906/5578/2147",3
"BP","GO:0043588","skin development","7/74","318/18888",0.0220125786163522,5.6185619581846,5.20920156519795,0.00024594607886561,0.00271174024294314,0.0015933439218129,"596/836/7421/3065/3066/8841/1594",7
"BP","GO:0072330","monocarboxylic acid biosynthetic process","6/74","225/18888",0.0266666666666667,6.80648648648649,5.49503838947979,0.000252086379847771,0.00276756371721762,0.00162614425866713,"1906/1576/1565/1543/5563/1571",6
"BP","GO:1900180","regulation of protein localization to nucleus","5/74","144/18888",0.0347222222222222,8.86261261261261,5.93982660309932,0.00025361169764605,0.00277246149469235,0.00162902205789221,"7040/1906/2147/8841/785",5
"BP","GO:0007596","blood coagulation","6/74","226/18888",0.0265486725663717,6.77636928964363,5.47881779396079,0.000258166258813407,0.0028102928766595,0.00165125073656746,"5054/1906/5578/2152/2147/79001",6
"BP","GO:0045685","regulation of glial cell differentiation","4/74","79/18888",0.0506329113924051,12.9237085186452,6.66037717058296,0.000261164626213766,0.00283093639132138,0.00166338029753738,"7040/3065/2147/3066",4
"BP","GO:0045684","positive regulation of epidermis development","3/74","32/18888",0.09375,23.9290540540541,8.1412880830424,0.000263870251610714,0.00284824653944506,0.00167355126408564,"7421/1594/6820",3
"BP","GO:1903036","positive regulation of response to wounding","4/74","80/18888",0.05,12.7621621621622,6.61176833511526,0.000274100012065583,0.00294628841421123,0.00173115797094053,"5747/5054/2152/2147",4
"BP","GO:0050920","regulation of chemotaxis","6/74","229/18888",0.0262008733624454,6.68759589283607,5.43074074721256,0.000277101465040915,0.00296614026537546,0.00174282237223102,"7040/5747/5054/1906/2152/10013",6
"BP","GO:0050817","coagulation","6/74","231/18888",0.025974025974026,6.62969462969463,5.39916627643954,0.000290320127877774,0.00309474028430706,0.00181838420343625,"5054/1906/5578/2152/2147/79001",6
"BP","GO:0007599","hemostasis","6/74","233/18888",0.0257510729613734,6.57278737965433,5.36796391354878,0.000304029666542163,0.0032274884849042,0.00189638339200288,"5054/1906/5578/2152/2147/79001",6
"BP","GO:0018205","peptidyl-lysine modification","5/74","150/18888",0.0333333333333333,8.50810810810811,5.78990329082985,0.000306302662097087,0.00323823678570953,0.00190269879769211,"9734/9759/3066/10013/5563",5
"BP","GO:0086019","cell-cell signaling involved in cardiac conduction","3/74","34/18888",0.0882352941176471,22.5214626391097,7.87709840229042,0.000316561775687805,0.00333298033500808,0.00195836749929384,"776/775/783",3
"BP","GO:1902652","secondary alcohol metabolic process","5/74","152/18888",0.0328947368421053,8.39615931721195,5.74177794553091,0.000325589480915831,0.00341403827131742,0.00200599491142127,"1576/1565/1594/5563/6820",5
"BP","GO:0060562","epithelial tube morphogenesis","7/74","335/18888",0.0208955223880597,5.33344090359016,5.01885894198895,0.00033708588539023,0.00350596615209514,0.0020600092037059,"2099/596/7040/367/836/7421/1906",7
"BP","GO:0071496","cellular response to external stimulus","7/74","335/18888",0.0208955223880597,5.33344090359016,5.01885894198895,0.00033708588539023,0.00350596615209514,0.0020600092037059,"596/841/7421/6256/5465/1594/5563",7
"BP","GO:0031669","cellular response to nutrient levels","6/74","239/18888",0.0251046025104603,6.40778016510234,5.27651266269403,0.000348232610276617,0.00360729667661544,0.00211954823063102,"596/7421/6256/5465/1594/5563",6
"BP","GO:0042445","hormone metabolic process","6/74","240/18888",0.025,6.38108108108108,5.26157550161693,0.000356065366103258,0.00367362219084044,0.00215851927707492,"2099/1576/1565/1543/1594/8912",6
"BP","GO:0031960","response to corticosteroid","5/74","156/18888",0.032051282051282,8.18087318087318,5.64812450626291,0.000366912038606693,0.00377038810872237,0.00221537626678736,"596/836/1906/842/10013",5
"BP","GO:0048754","branching morphogenesis of an epithelial tube","5/74","157/18888",0.0318471337579618,8.12876570838354,5.62523235460176,0.000377835739905076,0.00386717137775354,0.00227224345155747,"2099/596/367/7421/1906",5
"BP","GO:0010720","positive regulation of cell development","8/74","454/18888",0.0176211453744493,4.49767829503512,4.7310199241207,0.000393902416202288,0.00401561629850666,0.0023594656008107,"596/7040/841/3575/3065/5578/3066/10013",8
"BP","GO:0016485","protein processing","6/74","245/18888",0.0244897959183673,6.25085493656922,5.18814305931374,0.000397325488710968,0.0040345026897173,0.00237056272440827,"841/836/5054/842/2152/2903",6
"BP","GO:0032102","negative regulation of response to external stimulus","8/74","456/18888",0.0175438596491228,4.47795163584637,4.71494367591927,0.000405576964567849,0.00408745677558321,0.00240167708761809,"7040/5054/1906/2147/5465/10013/6095/116443",8
"BP","GO:0009913","epidermal cell differentiation","6/74","246/18888",0.024390243902439,6.22544495715227,5.17370139412762,0.000406008803152266,0.00408745677558321,0.00240167708761809,"836/7421/3065/3066/1594/6820",6
"BP","GO:0033280","response to vitamin D","3/74","37/18888",0.0810810810810811,20.6953981008035,7.52064707963907,0.000407592794436442,0.00408745677558321,0.00240167708761809,"7421/6256/1594",3
"BP","GO:0043010","camera-type eye development","7/74","346/18888",0.0202312138728324,5.16388064364943,4.90246851631466,0.000409282360236669,0.00408745677558321,0.00240167708761809,"7068/581/3065/3066/1543/779/775",7
"BP","GO:2000243","positive regulation of reproductive process","4/74","89/18888",0.0449438202247191,11.4716064378986,6.21008752264713,0.000412066122232251,0.00408745677558321,0.00240167708761809,"367/581/3066/8912",4
"BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","5/74","160/18888",0.03125,7.97635135135135,5.55775523088289,0.000412086922878961,0.00408745677558321,0.00240167708761809,"841/581/842/2152/1612",5
"BP","GO:0034599","cellular response to oxidative stress","6/74","248/18888",0.0241935483870968,6.17523975588492,5.14505641306613,0.000423820654424231,0.00418767408159943,0.00246056201799331,"1906/1612/1728/3066/10013/5563",6
"BP","GO:2000628","regulation of miRNA metabolic process","4/74","90/18888",0.0444444444444444,11.3441441441441,6.16902849130093,0.000429962337785953,0.00423208140142572,0.00248665453674151,"2099/7040/367/5465",4
"BP","GO:0060047","heart contraction","6/74","249/18888",0.0240963855421687,6.15043959622273,5.13085152954821,0.000432952722575374,0.00424525016906922,0.00249439214211767,"7068/1906/8912/776/775/783",6
"BP","GO:0032965","regulation of collagen biosynthetic process","3/74","38/18888",0.0789473684210526,20.1507823613087,7.41104451659166,0.000441287831153125,0.0042941986296681,0.00252315291018174,"7040/2147/3066",3
"BP","GO:0048536","spleen development","3/74","38/18888",0.0789473684210526,20.1507823613087,7.41104451659166,0.000441287831153125,0.0042941986296681,0.00252315291018174,"596/5423/785",3
"BP","GO:0033273","response to vitamin","4/74","91/18888",0.043956043956044,11.2194832194832,6.12861218765565,0.000448406724288354,0.00434700707432748,0.00255418169862761,"7421/6256/1543/1594",4
"BP","GO:0019362","pyridine nucleotide metabolic process","5/74","164/18888",0.0304878048780488,7.78180619644034,5.47047153750204,0.000461343395959287,0.00443891829295659,0.00260818620069236,"1728/9759/5465/952/5563",5
"BP","GO:0046496","nicotinamide nucleotide metabolic process","5/74","164/18888",0.0304878048780488,7.78180619644034,5.47047153750204,0.000461343395959287,0.00443891829295659,0.00260818620069236,"1728/9759/5465/952/5563",5
"BP","GO:0032411","positive regulation of transporter activity","4/74","92/18888",0.0434782608695652,11.0975323149236,6.0888212887107,0.000467408868228618,0.00448049769581836,0.00263261711327509,"1906/6256/783/784",4
"BP","GO:0048741","skeletal muscle fiber development","3/74","39/18888",0.0769230769230769,19.6340956340956,7.30555553541633,0.000476720848528748,0.00455277271327269,0.00267508392404706,"596/9734/779",3
"BP","GO:0006937","regulation of muscle contraction","5/74","167/18888",0.029940119760479,7.64201327075579,5.40692360096519,0.000501105166599265,0.00476792286293893,0.00280150022964267,"1906/779/775/1131/782",5
"BP","GO:0043502","regulation of muscle adaptation","4/74","94/18888",0.0425531914893617,10.8614146060955,6.01104963478951,0.000507124896228723,0.00480739431148188,0.00282469256629244,"1906/5578/9759/5465",4
"BP","GO:0008210","estrogen metabolic process","3/74","40/18888",0.075,19.1432432432432,7.2039230040749,0.000513928481324379,0.00483619878579608,0.00284161728251074,"1576/1565/1543",3
"BP","GO:0086091","regulation of heart rate by cardiac conduction","3/74","40/18888",0.075,19.1432432432432,7.2039230040749,0.000513928481324379,0.00483619878579608,0.00284161728251074,"776/775/783",3
"BP","GO:0043279","response to alkaloid","4/74","95/18888",0.0421052631578947,10.7470839260313,5.97303736404702,0.000527858071237083,0.00494915104017542,0.00290798491799453,"836/1728/3066/779",4
"BP","GO:0072524","pyridine-containing compound metabolic process","5/74","170/18888",0.0294117647058824,7.50715421303657,5.34493734448956,0.000543395423872147,0.00506271512326465,0.0029747120471867,"1728/9759/5465/952/5563",5
"BP","GO:0003015","heart process","6/74","260/18888",0.0230769230769231,5.89022869022869,4.97954324994533,0.000543911784360079,0.00506271512326465,0.0029747120471867,"7068/1906/8912/776/775/783",6
"BP","GO:0032570","response to progesterone","3/74","41/18888",0.0731707317073171,18.6763348714568,7.10591181862279,0.000552946873391865,0.00512823291604224,0.00301320849874191,"7040/952/2560",3
"BP","GO:0140747","regulation of ncRNA transcription","4/74","97/18888",0.0412371134020619,10.5254945667317,5.89868540705903,0.000571123128409689,0.00527775293843342,0.0031010623481238,"2099/7040/367/5465",4
"BP","GO:0050673","epithelial cell proliferation","8/74","482/18888",0.016597510373444,4.23640237748122,4.51401608193286,0.000584801575819659,0.00536555445814537,0.00315265210423079,"2099/7040/367/581/7421/5578/2152/10013",8
"BP","GO:0051345","positive regulation of hydrolase activity","8/74","482/18888",0.016597510373444,4.23640237748122,4.51401608193286,0.000584801575819659,0.00536555445814537,0.00315265210423079,"2099/841/581/842/2152/1612/2903/2904",8
"BP","GO:1903829","positive regulation of protein localization","8/74","483/18888",0.0165631469979296,4.22763135806614,4.50657248598205,0.000592801399788491,0.00540958230428128,0.00317852165468413,"7040/1906/2147/8841/952/5563/1131/785",8
"BP","GO:0051154","negative regulation of striated muscle cell differentiation","3/74","42/18888",0.0714285714285714,18.2316602316602,7.01130653215902,0.000593811681513165,0.00540958230428128,0.00317852165468413,"9759/5465/8841",3
"BP","GO:0010453","regulation of cell fate commitment","3/74","43/18888",0.0697674418604651,17.8076681332495,6.91990928857983,0.000636558079215663,0.00571480473497214,0.00335786195322778,"367/3065/3066",3
"BP","GO:0010712","regulation of collagen metabolic process","3/74","43/18888",0.0697674418604651,17.8076681332495,6.91990928857983,0.000636558079215663,0.00571480473497214,0.00335786195322778,"7040/2147/3066",3
"BP","GO:0014904","myotube cell development","3/74","43/18888",0.0697674418604651,17.8076681332495,6.91990928857983,0.000636558079215663,0.00571480473497214,0.00335786195322778,"596/9734/779",3
"BP","GO:0051353","positive regulation of oxidoreductase activity","3/74","43/18888",0.0697674418604651,17.8076681332495,6.91990928857983,0.000636558079215663,0.00571480473497214,0.00335786195322778,"7421/1906/1594",3
"BP","GO:0006066","alcohol metabolic process","7/74","373/18888",0.0187667560321716,4.79008767480617,4.63658893399977,0.000639786148427292,0.00571480473497214,0.00335786195322778,"1576/1565/1543/1594/5563/8912/6820",7
"BP","GO:0006721","terpenoid metabolic process","4/74","100/18888",0.04,10.2097297297297,5.79113101064616,0.000640663201117936,0.00571480473497214,0.00335786195322778,"1576/1565/1543/1571",4
"BP","GO:0031668","cellular response to extracellular stimulus","6/74","269/18888",0.0223048327137546,5.69315784185673,4.86205542203935,0.000650198303446859,0.00577979045520755,0.00339604577360334,"596/7421/6256/5465/1594/5563",6
"BP","GO:0050806","positive regulation of synaptic transmission","5/74","177/18888",0.0282485875706215,7.21026110856619,5.20600731876097,0.000652483287885982,0.00578010195372099,0.00339622880155535,"10013/2903/2904/2902/2906",5
"BP","GO:0014820","tonic smooth muscle contraction","2/74","10/18888",0.2,51.0486486486487,9.92821434987962,0.000667705956223031,0.00579505608627354,0.00340501543820707,"1906/952",2
"BP","GO:0042368","vitamin D biosynthetic process","2/74","10/18888",0.2,51.0486486486487,9.92821434987962,0.000667705956223031,0.00579505608627354,0.00340501543820707,"1576/1594",2
"BP","GO:0043587","tongue morphogenesis","2/74","10/18888",0.2,51.0486486486487,9.92821434987962,0.000667705956223031,0.00579505608627354,0.00340501543820707,"3065/3066",2
"BP","GO:0060068","vagina development","2/74","10/18888",0.2,51.0486486486487,9.92821434987962,0.000667705956223031,0.00579505608627354,0.00340501543820707,"2099/581",2
"BP","GO:1901841","regulation of high voltage-gated calcium channel activity","2/74","10/18888",0.2,51.0486486486487,9.92821434987962,0.000667705956223031,0.00579505608627354,0.00340501543820707,"783/784",2
"BP","GO:2000756","regulation of peptidyl-lysine acetylation","2/74","10/18888",0.2,51.0486486486487,9.92821434987962,0.000667705956223031,0.00579505608627354,0.00340501543820707,"3066/5563",2
"BP","GO:0071548","response to dexamethasone","3/74","44/18888",0.0681818181818182,17.4029484029484,6.83153801587267,0.000681220760563589,0.00589244489524532,0.00346223842157783,"1906/842/10013",3
"BP","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","4/74","102/18888",0.0392156862745098,10.0095389507154,5.72192649217103,0.000690231959291414,0.00591068634473214,0.00347295659517154,"2099/1906/2147/1131",4
"BP","GO:0008585","female gonad development","4/74","102/18888",0.0392156862745098,10.0095389507154,5.72192649217103,0.000690231959291414,0.00591068634473214,0.00347295659517154,"2099/596/581/836",4
"BP","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","4/74","102/18888",0.0392156862745098,10.0095389507154,5.72192649217103,0.000690231959291414,0.00591068634473214,0.00347295659517154,"596/581/842/5423",4
"BP","GO:0031214","biomineral tissue development","5/74","180/18888",0.0277777777777778,7.09009009009009,5.14876498890193,0.000703949135097105,0.0060081240135032,0.00353020828721542,"7040/7421/6256/5465/1594",5
"BP","GO:0070167","regulation of biomineral tissue development","4/74","103/18888",0.0388349514563107,9.91235896090265,5.68803765778715,0.000716008278310177,0.00609081214231406,0.00357879355558311,"7040/7421/6256/1594",4
"BP","GO:0033574","response to testosterone","3/74","45/18888",0.0666666666666667,17.0162162162162,6.74602484127164,0.000727833943925681,0.00617097492391113,0.00362589499944216,"367/1906/1728",3
"BP","GO:0006109","regulation of carbohydrate metabolic process","5/74","182/18888",0.0274725274725275,7.01217701217701,5.11132819827127,0.00073990989980076,0.00625272543614524,0.00367392935011873,"7040/9759/5465/6095/5563",5
"BP","GO:0002027","regulation of heart rate","4/74","104/18888",0.0384615384615385,9.81704781704782,5.65460933918565,0.000742458953037315,0.00625369524705856,0.00367449918431582,"1906/776/775/783",4
"BP","GO:0090596","sensory organ morphogenesis","6/74","278/18888",0.0215827338129496,5.50884697647288,4.74975805386454,0.000771956471298998,0.00647614352020363,0.00380520366637521,"7068/596/581/1906/3065/3066",6
"BP","GO:0042789","mRNA transcription by RNA polymerase II","3/74","46/18888",0.0652173913043478,16.6462984723854,6.66321469676969,0.000776431375719237,0.00647614352020363,0.00380520366637521,"7068/7421/6256",3
"BP","GO:0045687","positive regulation of glial cell differentiation","3/74","46/18888",0.0652173913043478,16.6462984723854,6.66321469676969,0.000776431375719237,0.00647614352020363,0.00380520366637521,"7040/3065/3066",3
"BP","GO:0006694","steroid biosynthetic process","5/74","185/18888",0.027027027027027,6.89846603360117,5.05622149197948,0.000796406476968888,0.00658706978460002,0.00387038088591359,"1576/1543/1594/5563/8912",5
"BP","GO:0034308","primary alcohol metabolic process","4/74","106/18888",0.0377358490566038,9.63182049974503,5.58909118674879,0.000797422616975712,0.00658706978460002,0.00387038088591359,"1576/1565/1543/8912",4
"BP","GO:0046545","development of primary female sexual characteristics","4/74","106/18888",0.0377358490566038,9.63182049974503,5.58909118674879,0.000797422616975712,0.00658706978460002,0.00387038088591359,"2099/596/581/836",4
"BP","GO:0034776","response to histamine","2/74","11/18888",0.181818181818182,46.4078624078624,9.44751723037124,0.000814015563796398,0.00659686430092412,0.00387613587409608,"2561/2560",2
"BP","GO:0042373","vitamin K metabolic process","2/74","11/18888",0.181818181818182,46.4078624078624,9.44751723037124,0.000814015563796398,0.00659686430092412,0.00387613587409608,"1728/79001",2
"BP","GO:0048742","regulation of skeletal muscle fiber development","2/74","11/18888",0.181818181818182,46.4078624078624,9.44751723037124,0.000814015563796398,0.00659686430092412,0.00387613587409608,"596/9734",2
"BP","GO:0060736","prostate gland growth","2/74","11/18888",0.181818181818182,46.4078624078624,9.44751723037124,0.000814015563796398,0.00659686430092412,0.00387613587409608,"2099/367",2
"BP","GO:0086016","AV node cell action potential","2/74","11/18888",0.181818181818182,46.4078624078624,9.44751723037124,0.000814015563796398,0.00659686430092412,0.00387613587409608,"775/783",2
"BP","GO:0086027","AV node cell to bundle of His cell signaling","2/74","11/18888",0.181818181818182,46.4078624078624,9.44751723037124,0.000814015563796398,0.00659686430092412,0.00387613587409608,"775/783",2
"BP","GO:0060079","excitatory postsynaptic potential","4/74","107/18888",0.0373831775700935,9.54180348572872,5.55698069990762,0.000825955250973021,0.0066396313511925,0.00390126461560306,"2903/2904/2902/2906",4
"BP","GO:0010830","regulation of myotube differentiation","3/74","47/18888",0.0638297872340425,16.2921219091432,6.58296408853613,0.000827046334130635,0.0066396313511925,0.00390126461560306,"596/9734/9759",3
"BP","GO:0048806","genitalia development","3/74","47/18888",0.0638297872340425,16.2921219091432,6.58296408853613,0.000827046334130635,0.0066396313511925,0.00390126461560306,"2099/367/581",3
"BP","GO:0001776","leukocyte homeostasis","4/74","108/18888",0.037037037037037,9.45345345345345,5.52528939356781,0.000855201528038751,0.00682302088674395,0.00400901925860598,"596/581/836/3575",4
"BP","GO:0010586","miRNA metabolic process","4/74","108/18888",0.037037037037037,9.45345345345345,5.52528939356781,0.000855201528038751,0.00682302088674395,0.00400901925860598,"2099/7040/367/5465",4
"BP","GO:0061138","morphogenesis of a branching epithelium","5/74","189/18888",0.0264550264550265,6.75246675246675,4.98462634740467,0.000876675619976885,0.00693245148679567,0.00407331766694597,"2099/596/367/7421/1906",5
"BP","GO:0031670","cellular response to nutrient","3/74","48/18888",0.0625,15.9527027027027,6.50514000794057,0.000879711632812529,0.00693245148679567,0.00407331766694597,"7421/6256/1594",3
"BP","GO:0032964","collagen biosynthetic process","3/74","48/18888",0.0625,15.9527027027027,6.50514000794057,0.000879711632812529,0.00693245148679567,0.00407331766694597,"7040/2147/3066",3
"BP","GO:2000378","negative regulation of reactive oxygen species metabolic process","3/74","48/18888",0.0625,15.9527027027027,6.50514000794057,0.000879711632812529,0.00693245148679567,0.00407331766694597,"596/5465/10013",3
"BP","GO:0001676","long-chain fatty acid metabolic process","4/74","109/18888",0.036697247706422,9.36672452268783,5.4940077549483,0.000885171286718796,0.00695414383969598,0.00408606349639386,"1576/1565/1543/1571",4
"BP","GO:0043122","regulation of canonical NF-kappaB signal transduction","6/74","286/18888",0.020979020979021,5.35475335475336,4.65396956784612,0.00089437203501655,0.00700500535962657,0.00411594832546127,"2099/7040/841/1906/3065/6095",6
"BP","GO:0030195","negative regulation of blood coagulation","3/74","49/18888",0.0612244897959184,15.6271373414231,6.42961896531411,0.00093445962455778,0.00727462659239072,0.00427437034008248,"5054/1906/2147",3
"BP","GO:2001259","positive regulation of cation channel activity","3/74","49/18888",0.0612244897959184,15.6271373414231,6.42961896531411,0.00093445962455778,0.00727462659239072,0.00427437034008248,"1906/783/784",3
"BP","GO:0045165","cell fate commitment","6/74","289/18888",0.0207612456747405,5.29916767979052,4.61897156325395,0.000943951124367101,0.00732631552416641,0.00430474133357425,"596/367/836/1906/3065/3066",6
"BP","GO:0010944","negative regulation of transcription by competitive promoter binding","2/74","12/18888",0.166666666666667,42.5405405405405,9.02743899578991,0.000974342278182097,0.00742296938448029,0.00436153248134426,"9759/3066",2
"BP","GO:0042363","fat-soluble vitamin catabolic process","2/74","12/18888",0.166666666666667,42.5405405405405,9.02743899578991,0.000974342278182097,0.00742296938448029,0.00436153248134426,"1576/1594",2
"BP","GO:0060788","ectodermal placode formation","2/74","12/18888",0.166666666666667,42.5405405405405,9.02743899578991,0.000974342278182097,0.00742296938448029,0.00436153248134426,"3065/3066",2
"BP","GO:0071697","ectodermal placode morphogenesis","2/74","12/18888",0.166666666666667,42.5405405405405,9.02743899578991,0.000974342278182097,0.00742296938448029,0.00436153248134426,"3065/3066",2
"BP","GO:0086067","AV node cell to bundle of His cell communication","2/74","12/18888",0.166666666666667,42.5405405405405,9.02743899578991,0.000974342278182097,0.00742296938448029,0.00436153248134426,"775/783",2
"BP","GO:1902337","regulation of apoptotic process involved in morphogenesis","2/74","12/18888",0.166666666666667,42.5405405405405,9.02743899578991,0.000974342278182097,0.00742296938448029,0.00436153248134426,"581/7421",2
"BP","GO:0006631","fatty acid metabolic process","7/74","401/18888",0.0174563591022444,4.45561771247557,4.38653336733378,0.000977536963593931,0.00742296938448029,0.00436153248134426,"1906/5465/1576/1565/1543/5563/1571",7
"BP","GO:0014013","regulation of gliogenesis","4/74","112/18888",0.0357142857142857,9.11583011583012,5.40253016983026,0.000979519899314448,0.00742296938448029,0.00436153248134426,"7040/3065/2147/3066",4
"BP","GO:0009299","mRNA transcription","3/74","50/18888",0.06,15.3145945945946,6.35628613042193,0.000991322204950276,0.00744651094888087,0.00437536485656724,"7068/7421/6256",3
"BP","GO:0030521","androgen receptor signaling pathway","3/74","50/18888",0.06,15.3145945945946,6.35628613042193,0.000991322204950276,0.00744651094888087,0.00437536485656724,"367/3065/10013",3
"BP","GO:1900047","negative regulation of hemostasis","3/74","50/18888",0.06,15.3145945945946,6.35628613042193,0.000991322204950276,0.00744651094888087,0.00437536485656724,"5054/1906/2147",3
