Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample Name,SRA Study
SRR7423278,AMPLICON,500,49936000,PRJNA477766,SAMN09479000,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",30696422,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-12,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",intestinal,human gut,feces,SRX4294083,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC8,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate48,2018-06-25T14:39:00Z,1,TC8,SRP151288
SRR7423279,AMPLICON,500,39158000,PRJNA477766,SAMN09478993,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",23853160,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-12,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",intestinal,human gut,feces,SRX4294082,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC1,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate41,2018-06-25T14:39:00Z,1,TC1,SRP151288
SRR7423280,AMPLICON,500,45928000,PRJNA477766,SAMN09478994,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",27900725,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-12,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",intestinal,human gut,feces,SRX4294081,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC2,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate42,2018-06-25T14:39:00Z,1,TC2,SRP151288
SRR7423281,AMPLICON,500,44455500,PRJNA477766,SAMN09478995,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",27207917,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-12,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",intestinal,human gut,feces,SRX4294080,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC3,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate43,2018-06-25T14:39:00Z,1,TC3,SRP151288
SRR7423282,AMPLICON,500,47457000,PRJNA477766,SAMN09478996,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",30550088,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-12,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",intestinal,human gut,feces,SRX4294079,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC4,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-28T00:00:00Z,replicate44,2018-06-28T16:33:00Z,1,TC4,SRP151288
SRR7423283,AMPLICON,500,41773000,PRJNA477766,SAMN09478979,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",23759052,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-11,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",intestinal,human gut,feces,SRX4294078,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control27,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate27,2018-06-25T14:41:00Z,1,Control27,SRP151288
SRR7423284,AMPLICON,500,45754500,PRJNA477766,SAMN09478980,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",26081407,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-11,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",intestinal,human gut,feces,SRX4294077,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control28,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate28,2018-06-25T14:39:00Z,1,Control28,SRP151288
SRR7423285,AMPLICON,500,43192500,PRJNA477766,SAMN09478977,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",24519794,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-11,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",intestinal,human gut,feces,SRX4294076,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control25,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate25,2018-06-25T14:40:00Z,1,Control25,SRP151288
SRR7423286,AMPLICON,500,47303000,PRJNA477766,SAMN09478978,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",26832220,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-11,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",intestinal,human gut,feces,SRX4294075,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control26,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate26,2018-06-25T14:40:00Z,1,Control26,SRP151288
SRR7423287,AMPLICON,500,49181000,PRJNA477766,SAMN09478975,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",28055199,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-11,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",intestinal,human gut,feces,SRX4294074,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control23,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate23,2018-06-25T14:40:00Z,1,Control23,SRP151288
SRR7423288,AMPLICON,500,47821500,PRJNA477766,SAMN09478976,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",27232836,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-11,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",intestinal,human gut,feces,SRX4294073,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control24,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate24,2018-06-25T14:40:00Z,1,Control24,SRP151288
SRR7423289,AMPLICON,500,46344000,PRJNA477766,SAMN09478973,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",26413397,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-11,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",intestinal,human gut,feces,SRX4294072,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control21,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate21,2018-06-25T14:40:00Z,1,Control21,SRP151288
SRR7423290,AMPLICON,500,47371000,PRJNA477766,SAMN09478974,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",27115784,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-11,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",intestinal,human gut,feces,SRX4294071,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control22,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate22,2018-06-25T14:40:00Z,1,Control22,SRP151288
SRR7423291,AMPLICON,500,32448000,PRJNA477766,SAMN09479008,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",19938184,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2018-01,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",intestinal,human gut,feces,SRX4294070,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC16,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate56,2018-06-25T14:40:00Z,1,TC16,SRP151288
SRR7423292,AMPLICON,500,44420000,PRJNA477766,SAMN09478962,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",24692622,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-09,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",intestinal,human gut,feces,SRX4294069,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control10,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate10,2018-06-25T14:39:00Z,1,Control10,SRP151288
SRR7423293,AMPLICON,500,44284500,PRJNA477766,SAMN09478981,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",25011831,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-11,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",intestinal,human gut,feces,SRX4294068,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control29,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate29,2018-06-25T14:40:00Z,1,Control29,SRP151288
SRR7423294,AMPLICON,500,43011500,PRJNA477766,SAMN09478982,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",24578330,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-11,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",intestinal,human gut,feces,SRX4294067,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control30,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate30,2018-06-25T14:40:00Z,1,Control30,SRP151288
SRR7423295,AMPLICON,500,47371500,PRJNA477766,SAMN09479019,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",27095157,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2018-02,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",intestinal,human gut,feces,SRX4294066,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC27,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate67,2018-06-25T14:40:00Z,1,TC27,SRP151288
SRR7423296,AMPLICON,500,40760000,PRJNA477766,SAMN09479006,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",25127059,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2018-01,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",intestinal,human gut,feces,SRX4294065,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC14,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate54,2018-06-25T14:40:00Z,1,TC14,SRP151288
SRR7423297,AMPLICON,500,44647500,PRJNA477766,SAMN09478992,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",25147569,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-12,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",intestinal,human gut,feces,SRX4294064,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,Control40,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate40,2018-06-25T14:40:00Z,1,Control40,SRP151288
SRR7423298,AMPLICON,500,43496000,PRJNA477766,SAMN09479005,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",26477295,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2018-01,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",intestinal,human gut,feces,SRX4294063,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC13,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate53,2018-06-25T14:40:00Z,1,TC13,SRP151288
SRR7423299,AMPLICON,500,48306500,PRJNA477766,SAMN09479004,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",29519426,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2018-01,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",intestinal,human gut,feces,SRX4294062,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC12,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate52,2018-06-25T14:40:00Z,1,TC12,SRP151288
SRR7423300,AMPLICON,500,49201500,PRJNA477766,SAMN09479007,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",30126571,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2018-01,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",intestinal,human gut,feces,SRX4294061,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC15,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate55,2018-06-25T14:40:00Z,1,TC15,SRP151288
SRR7423301,AMPLICON,500,44635000,PRJNA477766,SAMN09479003,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",27372686,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2017-12,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",intestinal,human gut,feces,SRX4294060,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC11,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate51,2018-06-25T14:40:00Z,1,TC11,SRP151288
SRR7423302,AMPLICON,500,35627500,PRJNA477766,SAMN09479010,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",21883544,FIRST AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY,2018-01,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",intestinal,human gut,feces,SRX4294059,China,Asia,China,not applicable,Illumina HiSeq 2500,46 N 126 E,TC18,PAIRED,PCR,OTHER,human gut metagenome,ILLUMINA,2018-06-25T00:00:00Z,replicate58,2018-06-25T14:40:00Z,1,TC18,SRP151288
